religion,industry,column,staff_category,breakdown,value
christians,"IX. Food, drink and tobacco",23,Directional & supervising staff — supervising & technical,"Palestinian others, males",2
christians,"IX. Food, drink and tobacco",24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
christians,"IX. Food, drink and tobacco",25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",3
christians,"IX. Food, drink and tobacco",26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
christians,"IX. Food, drink and tobacco",27,Clerical staff — clerical,"persons, total",20
christians,"IX. Food, drink and tobacco",28,Clerical staff — clerical,"persons, males",18
christians,"IX. Food, drink and tobacco",29,Clerical staff — clerical,"persons, females",2
christians,"IX. Food, drink and tobacco",30,Clerical staff — clerical,"Palestinian Arabs, males",13
christians,"IX. Food, drink and tobacco",31,Clerical staff — clerical,"Palestinian Arabs, females",1
christians,"IX. Food, drink and tobacco",32,Clerical staff — clerical,"Palestinian Jews, males",0
christians,"IX. Food, drink and tobacco",33,Clerical staff — clerical,"Palestinian Jews, females",0
christians,"IX. Food, drink and tobacco",34,Clerical staff — clerical,"Palestinian others, males",1
christians,"IX. Food, drink and tobacco",35,Clerical staff — clerical,"Palestinian others, females",0
christians,"IX. Food, drink and tobacco",36,Clerical staff — clerical,"non-Palestinian, males",4
christians,"IX. Food, drink and tobacco",37,Clerical staff — clerical,"non-Palestinian, females",1
christians,"IX. Food, drink and tobacco",38,Operatives under 17 years,"persons, total",8
christians,"IX. Food, drink and tobacco",39,Operatives under 17 years,"persons, males",6
christians,"IX. Food, drink and tobacco",40,Operatives under 17 years,"persons, females",2
christians,"IX. Food, drink and tobacco",41,Operatives under 17 years,"Palestinian Arabs, males",1
christians,"IX. Food, drink and tobacco",42,Operatives under 17 years,"Palestinian Arabs, females",0
christians,"IX. Food, drink and tobacco",43,Operatives under 17 years,"Palestinian Jews, males",0
christians,"IX. Food, drink and tobacco",44,Operatives under 17 years,"Palestinian Jews, females",0
christians,"IX. Food, drink and tobacco",45,Operatives under 17 years,"Palestinian others, males",3
christians,"IX. Food, drink and tobacco",46,Operatives under 17 years,"Palestinian others, females",0
christians,"IX. Food, drink and tobacco",47,Operatives under 17 years,"non-Palestinian, males",2
christians,"IX. Food, drink and tobacco",48,Operatives under 17 years,"non-Palestinian, females",2
christians,"IX. Food, drink and tobacco",49,Operatives 17 years and over,"persons, total",45
christians,"IX. Food, drink and tobacco",50,Operatives 17 years and over,"persons, males",38
christians,"IX. Food, drink and tobacco",51,Operatives 17 years and over,"persons, females",7
christians,"IX. Food, drink and tobacco",52,Operatives 17 years and over,"Palestinian Arabs, males",20
christians,"IX. Food, drink and tobacco",53,Operatives 17 years and over,"Palestinian Arabs, females",2
christians,"IX. Food, drink and tobacco",54,Operatives 17 years and over,"Palestinian Jews, males",0
christians,"IX. Food, drink and tobacco",55,Operatives 17 years and over,"Palestinian Jews, females",0
christians,"IX. Food, drink and tobacco",56,Operatives 17 years and over,"Palestinian others, males",13
christians,"IX. Food, drink and tobacco",57,Operatives 17 years and over,"Palestinian others, females",3
christians,"IX. Food, drink and tobacco",58,Operatives 17 years and over,"non-Palestinian, males",5
christians,"IX. Food, drink and tobacco",59,Operatives 17 years and over,"non-Palestinian, females",2
christians,X. Industries of dress and the toilet,2,total population engaged,persons,1
christians,X. Industries of dress and the toilet,3,total population engaged,males,1
christians,X. Industries of dress and the toilet,4,total population engaged,females,0
christians,X. Industries of dress and the toilet,5,Directional & supervising staff — managers,"persons, total",0
christians,X. Industries of dress and the toilet,6,Directional & supervising staff — managers,"persons, males",0
christians,X. Industries of dress and the toilet,7,Directional & supervising staff — managers,"persons, females",0
christians,X. Industries of dress and the toilet,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
christians,X. Industries of dress and the toilet,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
christians,X. Industries of dress and the toilet,10,Directional & supervising staff — managers,"Palestinian Jews, males",0
christians,X. Industries of dress and the toilet,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
christians,X. Industries of dress and the toilet,12,Directional & supervising staff — managers,"Palestinian others, males",0
christians,X. Industries of dress and the toilet,13,Directional & supervising staff — managers,"Palestinian others, females",0
christians,X. Industries of dress and the toilet,14,Directional & supervising staff — managers,"non-Palestinian, males",0
christians,X. Industries of dress and the toilet,15,Directional & supervising staff — managers,"non-Palestinian, females",0
christians,X. Industries of dress and the toilet,16,Directional & supervising staff — supervising & technical,"persons, total",0
christians,X. Industries of dress and the toilet,17,Directional & supervising staff — supervising & technical,"persons, males",0
christians,X. Industries of dress and the toilet,18,Directional & supervising staff — supervising & technical,"persons, females",0
christians,X. Industries of dress and the toilet,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
christians,X. Industries of dress and the toilet,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
christians,X. Industries of dress and the toilet,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",0
christians,X. Industries of dress and the toilet,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
christians,X. Industries of dress and the toilet,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
christians,X. Industries of dress and the toilet,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
christians,X. Industries of dress and the toilet,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
christians,X. Industries of dress and the toilet,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
christians,X. Industries of dress and the toilet,27,Clerical staff — clerical,"persons, total",1
christians,X. Industries of dress and the toilet,28,Clerical staff — clerical,"persons, males",1
christians,X. Industries of dress and the toilet,29,Clerical staff — clerical,"persons, females",0
christians,X. Industries of dress and the toilet,30,Clerical staff — clerical,"Palestinian Arabs, males",0
christians,X. Industries of dress and the toilet,31,Clerical staff — clerical,"Palestinian Arabs, females",0
christians,X. Industries of dress and the toilet,32,Clerical staff — clerical,"Palestinian Jews, males",0
christians,X. Industries of dress and the toilet,33,Clerical staff — clerical,"Palestinian Jews, females",0
christians,X. Industries of dress and the toilet,34,Clerical staff — clerical,"Palestinian others, males",0
christians,X. Industries of dress and the toilet,35,Clerical staff — clerical,"Palestinian others, females",0
christians,X. Industries of dress and the toilet,36,Clerical staff — clerical,"non-Palestinian, males",1
christians,X. Industries of dress and the toilet,37,Clerical staff — clerical,"non-Palestinian, females",0
christians,X. Industries of dress and the toilet,38,Operatives under 17 years,"persons, total",0
christians,X. Industries of dress and the toilet,39,Operatives under 17 years,"persons, males",0
christians,X. Industries of dress and the toilet,40,Operatives under 17 years,"persons, females",0
christians,X. Industries of dress and the toilet,41,Operatives under 17 years,"Palestinian Arabs, males",0
christians,X. Industries of dress and the toilet,42,Operatives under 17 years,"Palestinian Arabs, females",0
christians,X. Industries of dress and the toilet,43,Operatives under 17 years,"Palestinian Jews, males",0
christians,X. Industries of dress and the toilet,44,Operatives under 17 years,"Palestinian Jews, females",0
christians,X. Industries of dress and the toilet,45,Operatives under 17 years,"Palestinian others, males",0
christians,X. Industries of dress and the toilet,46,Operatives under 17 years,"Palestinian others, females",0
christians,X. Industries of dress and the toilet,47,Operatives under 17 years,"non-Palestinian, males",0
christians,X. Industries of dress and the toilet,48,Operatives under 17 years,"non-Palestinian, females",0
christians,X. Industries of dress and the toilet,49,Operatives 17 years and over,"persons, total",0
christians,X. Industries of dress and the toilet,50,Operatives 17 years and over,"persons, males",0
christians,X. Industries of dress and the toilet,51,Operatives 17 years and over,"persons, females",0
christians,X. Industries of dress and the toilet,52,Operatives 17 years and over,"Palestinian Arabs, males",0
christians,X. Industries of dress and the toilet,53,Operatives 17 years and over,"Palestinian Arabs, females",0
christians,X. Industries of dress and the toilet,54,Operatives 17 years and over,"Palestinian Jews, males",0
christians,X. Industries of dress and the toilet,55,Operatives 17 years and over,"Palestinian Jews, females",0
christians,X. Industries of dress and the toilet,56,Operatives 17 years and over,"Palestinian others, males",0
christians,X. Industries of dress and the toilet,57,Operatives 17 years and over,"Palestinian others, females",0
christians,X. Industries of dress and the toilet,58,Operatives 17 years and over,"non-Palestinian, males",0
christians,X. Industries of dress and the toilet,59,Operatives 17 years and over,"non-Palestinian, females",0
christians,XI. Furniture industries,2,total population engaged,persons,0
christians,XI. Furniture industries,3,total population engaged,males,0
christians,XI. Furniture industries,4,total population engaged,females,0
christians,XI. Furniture industries,5,Directional & supervising staff — managers,"persons, total",0
christians,XI. Furniture industries,6,Directional & supervising staff — managers,"persons, males",0
christians,XI. Furniture industries,7,Directional & supervising staff — managers,"persons, females",0
christians,XI. Furniture industries,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
christians,XI. Furniture industries,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
christians,XI. Furniture industries,10,Directional & supervising staff — managers,"Palestinian Jews, males",0
christians,XI. Furniture industries,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
christians,XI. Furniture industries,12,Directional & supervising staff — managers,"Palestinian others, males",0
christians,XI. Furniture industries,13,Directional & supervising staff — managers,"Palestinian others, females",0
christians,XI. Furniture industries,14,Directional & supervising staff — managers,"non-Palestinian, males",0
christians,XI. Furniture industries,15,Directional & supervising staff — managers,"non-Palestinian, females",0
christians,XI. Furniture industries,16,Directional & supervising staff — supervising & technical,"persons, total",0
christians,XI. Furniture industries,17,Directional & supervising staff — supervising & technical,"persons, males",0
christians,XI. Furniture industries,18,Directional & supervising staff — supervising & technical,"persons, females",0
christians,XI. Furniture industries,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
christians,XI. Furniture industries,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
christians,XI. Furniture industries,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",0
christians,XI. Furniture industries,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
christians,XI. Furniture industries,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
christians,XI. Furniture industries,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
christians,XI. Furniture industries,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
christians,XI. Furniture industries,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
christians,XI. Furniture industries,27,Clerical staff — clerical,"persons, total",0
christians,XI. Furniture industries,28,Clerical staff — clerical,"persons, males",0
christians,XI. Furniture industries,29,Clerical staff — clerical,"persons, females",0
christians,XI. Furniture industries,30,Clerical staff — clerical,"Palestinian Arabs, males",0
christians,XI. Furniture industries,31,Clerical staff — clerical,"Palestinian Arabs, females",0
christians,XI. Furniture industries,32,Clerical staff — clerical,"Palestinian Jews, males",0
christians,XI. Furniture industries,33,Clerical staff — clerical,"Palestinian Jews, females",0
christians,XI. Furniture industries,34,Clerical staff — clerical,"Palestinian others, males",0
christians,XI. Furniture industries,35,Clerical staff — clerical,"Palestinian others, females",0
christians,XI. Furniture industries,36,Clerical staff — clerical,"non-Palestinian, males",0
christians,XI. Furniture industries,37,Clerical staff — clerical,"non-Palestinian, females",0
christians,XI. Furniture industries,38,Operatives under 17 years,"persons, total",0
christians,XI. Furniture industries,39,Operatives under 17 years,"persons, males",0
christians,XI. Furniture industries,40,Operatives under 17 years,"persons, females",0
christians,XI. Furniture industries,41,Operatives under 17 years,"Palestinian Arabs, males",0
christians,XI. Furniture industries,42,Operatives under 17 years,"Palestinian Arabs, females",0
christians,XI. Furniture industries,43,Operatives under 17 years,"Palestinian Jews, males",0
christians,XI. Furniture industries,44,Operatives under 17 years,"Palestinian Jews, females",0
christians,XI. Furniture industries,45,Operatives under 17 years,"Palestinian others, males",0
christians,XI. Furniture industries,46,Operatives under 17 years,"Palestinian others, females",0
christians,XI. Furniture industries,47,Operatives under 17 years,"non-Palestinian, males",0
christians,XI. Furniture industries,48,Operatives under 17 years,"non-Palestinian, females",0
christians,XI. Furniture industries,49,Operatives 17 years and over,"persons, total",0
christians,XI. Furniture industries,50,Operatives 17 years and over,"persons, males",0
christians,XI. Furniture industries,51,Operatives 17 years and over,"persons, females",0
christians,XI. Furniture industries,52,Operatives 17 years and over,"Palestinian Arabs, males",0
christians,XI. Furniture industries,53,Operatives 17 years and over,"Palestinian Arabs, females",0
christians,XI. Furniture industries,54,Operatives 17 years and over,"Palestinian Jews, males",0
christians,XI. Furniture industries,55,Operatives 17 years and over,"Palestinian Jews, females",0
christians,XI. Furniture industries,56,Operatives 17 years and over,"Palestinian others, males",0
christians,XI. Furniture industries,57,Operatives 17 years and over,"Palestinian others, females",0
christians,XI. Furniture industries,58,Operatives 17 years and over,"non-Palestinian, males",0
christians,XI. Furniture industries,59,Operatives 17 years and over,"non-Palestinian, females",0
christians,XII. Industries connected with building,2,total population engaged,persons,1
christians,XII. Industries connected with building,3,total population engaged,males,1
christians,XII. Industries connected with building,4,total population engaged,females,0
christians,XII. Industries connected with building,5,Directional & supervising staff — managers,"persons, total",0
christians,XII. Industries connected with building,6,Directional & supervising staff — managers,"persons, males",0
christians,XII. Industries connected with building,7,Directional & supervising staff — managers,"persons, females",0
christians,XII. Industries connected with building,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
christians,XII. Industries connected with building,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
christians,XII. Industries connected with building,10,Directional & supervising staff — managers,"Palestinian Jews, males",0
christians,XII. Industries connected with building,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
christians,XII. Industries connected with building,12,Directional & supervising staff — managers,"Palestinian others, males",0
christians,XII. Industries connected with building,13,Directional & supervising staff — managers,"Palestinian others, females",0
christians,XII. Industries connected with building,14,Directional & supervising staff — managers,"non-Palestinian, males",0
christians,XII. Industries connected with building,15,Directional & supervising staff — managers,"non-Palestinian, females",0
christians,XII. Industries connected with building,16,Directional & supervising staff — supervising & technical,"persons, total",0
christians,XII. Industries connected with building,17,Directional & supervising staff — supervising & technical,"persons, males",0
christians,XII. Industries connected with building,18,Directional & supervising staff — supervising & technical,"persons, females",0
christians,XII. Industries connected with building,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
christians,XII. Industries connected with building,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
christians,XII. Industries connected with building,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",0
christians,XII. Industries connected with building,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
christians,XII. Industries connected with building,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
christians,XII. Industries connected with building,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
christians,XII. Industries connected with building,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
christians,XII. Industries connected with building,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
christians,XII. Industries connected with building,27,Clerical staff — clerical,"persons, total",0
christians,XII. Industries connected with building,28,Clerical staff — clerical,"persons, males",0
christians,XII. Industries connected with building,29,Clerical staff — clerical,"persons, females",0
christians,XII. Industries connected with building,30,Clerical staff — clerical,"Palestinian Arabs, males",0
christians,XII. Industries connected with building,31,Clerical staff — clerical,"Palestinian Arabs, females",0
christians,XII. Industries connected with building,32,Clerical staff — clerical,"Palestinian Jews, males",0
christians,XII. Industries connected with building,33,Clerical staff — clerical,"Palestinian Jews, females",0
christians,XII. Industries connected with building,34,Clerical staff — clerical,"Palestinian others, males",0
christians,XII. Industries connected with building,35,Clerical staff — clerical,"Palestinian others, females",0
christians,XII. Industries connected with building,36,Clerical staff — clerical,"non-Palestinian, males",0
christians,XII. Industries connected with building,37,Clerical staff — clerical,"non-Palestinian, females",0
christians,XII. Industries connected with building,38,Operatives under 17 years,"persons, total",0
christians,XII. Industries connected with building,39,Operatives under 17 years,"persons, males",0
christians,XII. Industries connected with building,40,Operatives under 17 years,"persons, females",0
christians,XII. Industries connected with building,41,Operatives under 17 years,"Palestinian Arabs, males",0
christians,XII. Industries connected with building,42,Operatives under 17 years,"Palestinian Arabs, females",0
christians,XII. Industries connected with building,43,Operatives under 17 years,"Palestinian Jews, males",0
christians,XII. Industries connected with building,44,Operatives under 17 years,"Palestinian Jews, females",0
christians,XII. Industries connected with building,45,Operatives under 17 years,"Palestinian others, males",0
christians,XII. Industries connected with building,46,Operatives under 17 years,"Palestinian others, females",0
christians,XII. Industries connected with building,47,Operatives under 17 years,"non-Palestinian, males",0
christians,XII. Industries connected with building,48,Operatives under 17 years,"non-Palestinian, females",0
christians,XII. Industries connected with building,49,Operatives 17 years and over,"persons, total",1
christians,XII. Industries connected with building,50,Operatives 17 years and over,"persons, males",1
christians,XII. Industries connected with building,51,Operatives 17 years and over,"persons, females",0
christians,XII. Industries connected with building,52,Operatives 17 years and over,"Palestinian Arabs, males",0
christians,XII. Industries connected with building,53,Operatives 17 years and over,"Palestinian Arabs, females",0
christians,XII. Industries connected with building,54,Operatives 17 years and over,"Palestinian Jews, males",0
christians,XII. Industries connected with building,55,Operatives 17 years and over,"Palestinian Jews, females",0
christians,XII. Industries connected with building,56,Operatives 17 years and over,"Palestinian others, males",1
christians,XII. Industries connected with building,57,Operatives 17 years and over,"Palestinian others, females",0
christians,XII. Industries connected with building,58,Operatives 17 years and over,"non-Palestinian, males",0
christians,XII. Industries connected with building,59,Operatives 17 years and over,"non-Palestinian, females",0
christians,XIII. Construction of means of transport,2,total population engaged,persons,186
christians,XIII. Construction of means of transport,3,total population engaged,males,184
christians,XIII. Construction of means of transport,4,total population engaged,females,2
christians,XIII. Construction of means of transport,5,Directional & supervising staff — managers,"persons, total",3
christians,XIII. Construction of means of transport,6,Directional & supervising staff — managers,"persons, males",3
christians,XIII. Construction of means of transport,7,Directional & supervising staff — managers,"persons, females",0
christians,XIII. Construction of means of transport,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
christians,XIII. Construction of means of transport,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
christians,XIII. Construction of means of transport,10,Directional & supervising staff — managers,"Palestinian Jews, males",0
christians,XIII. Construction of means of transport,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
christians,XIII. Construction of means of transport,12,Directional & supervising staff — managers,"Palestinian others, males",1
christians,XIII. Construction of means of transport,13,Directional & supervising staff — managers,"Palestinian others, females",0
christians,XIII. Construction of means of transport,14,Directional & supervising staff — managers,"non-Palestinian, males",2
christians,XIII. Construction of means of transport,15,Directional & supervising staff — managers,"non-Palestinian, females",0
christians,XIII. Construction of means of transport,16,Directional & supervising staff — supervising & technical,"persons, total",2
christians,XIII. Construction of means of transport,17,Directional & supervising staff — supervising & technical,"persons, males",2
christians,XIII. Construction of means of transport,18,Directional & supervising staff — supervising & technical,"persons, females",0
christians,XIII. Construction of means of transport,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
christians,XIII. Construction of means of transport,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
christians,XIII. Construction of means of transport,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",0
christians,XIII. Construction of means of transport,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
christians,XIII. Construction of means of transport,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
christians,XIII. Construction of means of transport,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
christians,XIII. Construction of means of transport,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",2
christians,XIII. Construction of means of transport,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
christians,XIII. Construction of means of transport,27,Clerical staff — clerical,"persons, total",12
christians,XIII. Construction of means of transport,28,Clerical staff — clerical,"persons, males",10
christians,XIII. Construction of means of transport,29,Clerical staff — clerical,"persons, females",2
christians,XIII. Construction of means of transport,30,Clerical staff — clerical,"Palestinian Arabs, males",8
christians,XIII. Construction of means of transport,31,Clerical staff — clerical,"Palestinian Arabs, females",0
christians,XIII. Construction of means of transport,32,Clerical staff — clerical,"Palestinian Jews, males",0
christians,XIII. Construction of means of transport,33,Clerical staff — clerical,"Palestinian Jews, females",0
christians,XIII. Construction of means of transport,34,Clerical staff — clerical,"Palestinian others, males",2
christians,XIII. Construction of means of transport,35,Clerical staff — clerical,"Palestinian others, females",0
christians,XIII. Construction of means of transport,36,Clerical staff — clerical,"non-Palestinian, males",0
christians,XIII. Construction of means of transport,37,Clerical staff — clerical,"non-Palestinian, females",2
christians,XIII. Construction of means of transport,38,Operatives under 17 years,"persons, total",0
christians,XIII. Construction of means of transport,39,Operatives under 17 years,"persons, males",0
christians,XIII. Construction of means of transport,40,Operatives under 17 years,"persons, females",0
christians,XIII. Construction of means of transport,41,Operatives under 17 years,"Palestinian Arabs, males",0
christians,XIII. Construction of means of transport,42,Operatives under 17 years,"Palestinian Arabs, females",0
christians,XIII. Construction of means of transport,43,Operatives under 17 years,"Palestinian Jews, males",0
christians,XIII. Construction of means of transport,44,Operatives under 17 years,"Palestinian Jews, females",0
christians,XIII. Construction of means of transport,45,Operatives under 17 years,"Palestinian others, males",0
christians,XIII. Construction of means of transport,46,Operatives under 17 years,"Palestinian others, females",0
christians,XIII. Construction of means of transport,47,Operatives under 17 years,"non-Palestinian, males",0
christians,XIII. Construction of means of transport,48,Operatives under 17 years,"non-Palestinian, females",0
christians,XIII. Construction of means of transport,49,Operatives 17 years and over,"persons, total",169
christians,XIII. Construction of means of transport,50,Operatives 17 years and over,"persons, males",169
christians,XIII. Construction of means of transport,51,Operatives 17 years and over,"persons, females",0
christians,XIII. Construction of means of transport,52,Operatives 17 years and over,"Palestinian Arabs, males",162
christians,XIII. Construction of means of transport,53,Operatives 17 years and over,"Palestinian Arabs, females",0
christians,XIII. Construction of means of transport,54,Operatives 17 years and over,"Palestinian Jews, males",0
christians,XIII. Construction of means of transport,55,Operatives 17 years and over,"Palestinian Jews, females",0
christians,XIII. Construction of means of transport,56,Operatives 17 years and over,"Palestinian others, males",7
christians,XIII. Construction of means of transport,57,Operatives 17 years and over,"Palestinian others, females",0
christians,XIII. Construction of means of transport,58,Operatives 17 years and over,"non-Palestinian, males",0
christians,XIII. Construction of means of transport,59,Operatives 17 years and over,"non-Palestinian, females",0
christians,XIV. Railway construction (railway workshop),2,total population engaged,persons,1
christians,XIV. Railway construction (railway workshop),3,total population engaged,males,1
christians,XIV. Railway construction (railway workshop),4,total population engaged,females,0
christians,XIV. Railway construction (railway workshop),5,Directional & supervising staff — managers,"persons, total",0
christians,XIV. Railway construction (railway workshop),6,Directional & supervising staff — managers,"persons, males",0
christians,XIV. Railway construction (railway workshop),7,Directional & supervising staff — managers,"persons, females",0
christians,XIV. Railway construction (railway workshop),8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
christians,XIV. Railway construction (railway workshop),9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
christians,XIV. Railway construction (railway workshop),10,Directional & supervising staff — managers,"Palestinian Jews, males",0
christians,XIV. Railway construction (railway workshop),11,Directional & supervising staff — managers,"Palestinian Jews, females",0
christians,XIV. Railway construction (railway workshop),12,Directional & supervising staff — managers,"Palestinian others, males",0
christians,XIV. Railway construction (railway workshop),13,Directional & supervising staff — managers,"Palestinian others, females",0
christians,XIV. Railway construction (railway workshop),14,Directional & supervising staff — managers,"non-Palestinian, males",0
christians,XIV. Railway construction (railway workshop),15,Directional & supervising staff — managers,"non-Palestinian, females",0
christians,XIV. Railway construction (railway workshop),16,Directional & supervising staff — supervising & technical,"persons, total",0
christians,XIV. Railway construction (railway workshop),17,Directional & supervising staff — supervising & technical,"persons, males",0
christians,XIV. Railway construction (railway workshop),18,Directional & supervising staff — supervising & technical,"persons, females",0
christians,XIV. Railway construction (railway workshop),19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
christians,XIV. Railway construction (railway workshop),20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
christians,XIV. Railway construction (railway workshop),21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",0
christians,XIV. Railway construction (railway workshop),22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
christians,XIV. Railway construction (railway workshop),23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
christians,XIV. Railway construction (railway workshop),24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
christians,XIV. Railway construction (railway workshop),25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
christians,XIV. Railway construction (railway workshop),26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
christians,XIV. Railway construction (railway workshop),27,Clerical staff — clerical,"persons, total",0
christians,XIV. Railway construction (railway workshop),28,Clerical staff — clerical,"persons, males",0
christians,XIV. Railway construction (railway workshop),29,Clerical staff — clerical,"persons, females",0
christians,XIV. Railway construction (railway workshop),30,Clerical staff — clerical,"Palestinian Arabs, males",0
christians,XIV. Railway construction (railway workshop),31,Clerical staff — clerical,"Palestinian Arabs, females",0
christians,XIV. Railway construction (railway workshop),32,Clerical staff — clerical,"Palestinian Jews, males",0
christians,XIV. Railway construction (railway workshop),33,Clerical staff — clerical,"Palestinian Jews, females",0
christians,XIV. Railway construction (railway workshop),34,Clerical staff — clerical,"Palestinian others, males",0
christians,XIV. Railway construction (railway workshop),35,Clerical staff — clerical,"Palestinian others, females",0
christians,XIV. Railway construction (railway workshop),36,Clerical staff — clerical,"non-Palestinian, males",0
christians,XIV. Railway construction (railway workshop),37,Clerical staff — clerical,"non-Palestinian, females",0
christians,XIV. Railway construction (railway workshop),38,Operatives under 17 years,"persons, total",0
christians,XIV. Railway construction (railway workshop),39,Operatives under 17 years,"persons, males",0
christians,XIV. Railway construction (railway workshop),40,Operatives under 17 years,"persons, females",0
christians,XIV. Railway construction (railway workshop),41,Operatives under 17 years,"Palestinian Arabs, males",0
christians,XIV. Railway construction (railway workshop),42,Operatives under 17 years,"Palestinian Arabs, females",0
christians,XIV. Railway construction (railway workshop),43,Operatives under 17 years,"Palestinian Jews, males",0
christians,XIV. Railway construction (railway workshop),44,Operatives under 17 years,"Palestinian Jews, females",0
christians,XIV. Railway construction (railway workshop),45,Operatives under 17 years,"Palestinian others, males",0
christians,XIV. Railway construction (railway workshop),46,Operatives under 17 years,"Palestinian others, females",0
christians,XIV. Railway construction (railway workshop),47,Operatives under 17 years,"non-Palestinian, males",0
christians,XIV. Railway construction (railway workshop),48,Operatives under 17 years,"non-Palestinian, females",0
christians,XIV. Railway construction (railway workshop),49,Operatives 17 years and over,"persons, total",1
christians,XIV. Railway construction (railway workshop),50,Operatives 17 years and over,"persons, males",1
christians,XIV. Railway construction (railway workshop),51,Operatives 17 years and over,"persons, females",0
christians,XIV. Railway construction (railway workshop),52,Operatives 17 years and over,"Palestinian Arabs, males",0
christians,XIV. Railway construction (railway workshop),53,Operatives 17 years and over,"Palestinian Arabs, females",0
christians,XIV. Railway construction (railway workshop),54,Operatives 17 years and over,"Palestinian Jews, males",0
christians,XIV. Railway construction (railway workshop),55,Operatives 17 years and over,"Palestinian Jews, females",0
christians,XIV. Railway construction (railway workshop),56,Operatives 17 years and over,"Palestinian others, males",0
christians,XIV. Railway construction (railway workshop),57,Operatives 17 years and over,"Palestinian others, females",0
christians,XIV. Railway construction (railway workshop),58,Operatives 17 years and over,"non-Palestinian, males",1
christians,XIV. Railway construction (railway workshop),59,Operatives 17 years and over,"non-Palestinian, females",0
christians,XV. Printing and stationery,2,total population engaged,persons,12
christians,XV. Printing and stationery,3,total population engaged,males,9
christians,XV. Printing and stationery,4,total population engaged,females,3
christians,XV. Printing and stationery,5,Directional & supervising staff — managers,"persons, total",0
christians,XV. Printing and stationery,6,Directional & supervising staff — managers,"persons, males",0
christians,XV. Printing and stationery,7,Directional & supervising staff — managers,"persons, females",0
christians,XV. Printing and stationery,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
christians,XV. Printing and stationery,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
christians,XV. Printing and stationery,10,Directional & supervising staff — managers,"Palestinian Jews, males",0
