n	id	date	publication	title	snippet	forms
903	hmf19440717-01.2.57	17 July 1944	hmf	ונל-אביב	"<div class=""txtsearchsnippet"">... אחה""צ הוציאו פועל אחד נטול הכרה. הוא הועבר ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> ביפו‭,. ‬בערך לפני * 6 הוצא הפועל השני ...</div>"	abbreviated
904	hmf19450123-01.2.42	23 January 1945	hmf	1_י3ד*	"<div class=""txtsearchsnippet"">... מכונית מגן דוד אדום חעבידח לחדד המתים ' של <b class=""highlightcolor"">בית החולים הממשלתי</b> ערבי שנתחשמל בזרם חשמלי ברחוב המלכים ונהרג ...</div>"	spelled
905	hmf19450213-01.2.47	13 February 1945	hmf	דןיר &#8237;_) 55 &#8236;	"<div class=""txtsearchsnippet"">... שמו אוסקר הרץ, מרח' אחד־ העם ‭. 11‬אמבולנס של <b class=""highlightcolor"">ביה""ח הממשלתי</b> העבירו במצב של חוסר הכרה לביה""ה. באגודה להשתלמות ...</div>"	abbreviated
906	hmf19450719-01.2.33	19 July 1945	hmf	&#8237;_ .. &#8236;	"<div class=""txtsearchsnippet"">... וחתך את צוארו בסכין. הפצוע הועבר במצב קשה ?ל' <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה. המתנקש ‭???? ? ??‬ נעל ם־</div>"	abbreviated
907	hmf19450821-01.2.43	21 August 1945	hmf	תכנית להקפת ווונ _־ דוומ _־ לעוליט,חיילים _ולוותויפימ	"<div class=""txtsearchsnippet"">... _זןביב 35 הצריפים יוקמו על אדמת ווייס בקרי בת <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון""</div>"	spelled
908	hmf19451211-01.2.38	11 December 1945	hmf	mi ונהרג ערבי שביקש לקנות נשק במחנה צבאי	"<div class=""txtsearchsnippet"">... במקום. רובה שני מתוצרת בית נמצא כעבור שעה בקרבת <b class=""highlightcolor"">ביה""ח הממשלתי</b> בבית־לחם.</div>"	abbreviated
909	hmf19451225-01.2.49	25 December 1945	hmf	נהגים ערביים מתנכלים לשוות תחבווה עבר	"<div class=""txtsearchsnippet"">... ובין בת גלים והעיר, עד לתחנת הרכבת המזרחית ורחבת <b class=""highlightcolor"">ביה""ח הממשלתי.</b> שיפורים אלה היו כצננים בעיני שרות האוטובוסים הערבי ...</div>"	abbreviated
910	hmf19451231-01.2.56	31 December 1945	hmf	&#8237;zn 3*_311 » * &#8236;	"<div class=""txtsearchsnippet"">... פנימה מצאו את מנחם שמש מוטל מת. מכונית של <b class=""highlightcolor"">ביה""ח הממשלתי</b> העבירה את הגופה לבית החולים ביפו לשם בדיקה. ...</div>"	abbreviated
911	hmf19460201-01.2.65	1 February 1946	hmf	"יוקם בי""ח ממשלתי בת '_י א לישובי הדרום"	"<div class=""txtsearchsnippet"">שלטונות הבריאות. החליטו להקים בתל־ אביב <b class=""highlightcolor"">'בית חולים ממשלתי</b> לישובי הדרום. כקשר לזה סיירו אתמול ד""ר ...</div>"	indefinite
912	hmf19460213-01.2.36	13 February 1946	hmf	"יריות על משמר שוטרים בת""א"	"<div class=""txtsearchsnippet"">... בשעה' 7 בערך הרגישו שני שוטרים בריטיים שסיידו ליד <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון‭""""‬ במכונית קטנה נוסעת בכביש ואחריה מכונית ...</div>"	spelled
913	hmf19460222-01.2.68	22 February 1946	hmf	"מם&נת &#8237;""עגן-""'&#8236; בחיפה עלתה באש"	"<div class=""txtsearchsnippet"">... של ""סולל ‭, ""בונה‬ _הכמצאח בשטח הנמל המערבי, ליד <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה, עלתה באש ביוב ד' ב־‭10. 30‬ בערב. ...</div>"	abbreviated
914	hmf19460409-01.2.60	9 April 1946	hmf	UNKNOWN	"<div class=""txtsearchsnippet"">... מיד טילפנו למשטרה על מקרה המוות וזו התקשרה עם <b class=""highlightcolor"">בית החולים הממשלתי</b> שישלחו אמבולנס למאפיה כדי להעביר את גופת ...</div>"	spelled
915	hmf19460426-01.2.12	26 April 1946	hmf	"5 ח יי ל י ם _מהדביזיה המוטסתו ושוט _י נרט ו נהרג בהתקפה ע ? מג ו ש ־ חנ י _י ה צבא י בת""א"	"<div class=""txtsearchsnippet"">... למקום ההתקפה העבירו 4 חיילים הרוגים להדר המתים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> ביפו. כשהובאו ההרוגים מצאו נהגי האמבולנסים ביפו שני ...</div>"	abbreviated
916	hmf19460515-01.2.59	15 May 1946	hmf	תל-אביכ	"<div class=""txtsearchsnippet"">... להזדרז לקבל את הזריקות. לפי שמוסר הד""ר מלחי, מנהל <b class=""highlightcolor"">ביה""ח הממשלתי</b> למחלות מדבקות, הופיע הטיפוס השנה מוקדם וכבר בחדשי ...</div>"	abbreviated
917	hmf19460619-01.2.12	19 June 1946	hmf	&#8237;mrm rim &#8236;	"<div class=""txtsearchsnippet"">... המשתתפים הוסעו בשעה ‭5. 30‬ אהה""צ מחדר המתים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה גופותיהם של 11 ההרוגים (שנפלו בהתקפות על ...</div>"	abbreviated
918	hmf19460626-01.2.53	26 June 1946	hmf	_ידושליס	"<div class=""txtsearchsnippet"">... בתי המלאכה של מסילות הברזל בחיפה, עזבה אתמול את <b class=""highlightcolor"">ביה""ח הממשלתי</b> והועברה לבית הסוהר הארעי</div>"	abbreviated
919	hmf19460701-01.2.45	1 July 1946	hmf	מצב האסירים בעכו ופצועי ההתקפה בחיפה	"<div class=""txtsearchsnippet"">... והולך וטוב. הפצועים מקבלים את הטיפול הרפואי הרגיל של <b class=""highlightcolor"">בית החולים הממשלתי.</b></div>"	spelled
920	hmf19460716-01.2.58	16 July 1946	hmf	"פפנק נרשם בביה""ח ' הממשלתי כב.ג'וזף"	"<div class=""txtsearchsnippet"">... לו יסוד לשער, כי פפנק, שהובא למחלקה הבריטית של <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה בשבת בבוקר, הוא שנרשם שם תחת ...</div>"	spelled
921	hmf19460804-01.2.53	4 August 1946	hmf	עבודת ההצלה	"<div class=""txtsearchsnippet"">... — בריטים, הודים וסיני — הועברו לביה""ח הצבאי ול־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> 35 איש, כולם פצועים בצורות שונות‭21. ‬ אחרים ...</div>"	abbreviated
922	hmf19460812-01.2.66	12 August 1946	hmf	"סוכל נסק.לשחור פצו ניס מביה""ח ביפו"	"<div class=""txtsearchsnippet"">... בי""ח ממשלתי כפי שנודע לנו השתמשו הצעירים באמבולנס של <b class=""highlightcolor"">בית . החולים הממשלתי</b> ""הירקון"" בת""א. שנמצא עזוב ברחוב מזרחי ...</div>"	spelled
923	hmf19460814-01.2.53	14 August 1946	hmf	הל-אביב	"<div class=""txtsearchsnippet"">הוחזרה המכונית . המכונית בה השתמשו להתקפה על <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, ושהוחזקה ע""י המשטרה, הוחזרה אתמול לבעליה. ...</div>"	spelled
924	hmf19460823-01.2.86	23 August 1946	hmf	"יובלה ב""אמפ""ר ד""וול"""	"<div class=""txtsearchsnippet"">... מאנית הגירוש ""אמפייר הייווד"" והועברו למחלקח למחלות מידבקות של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה‭,. ‬ האניה שוקעת</div>"	abbreviated
925	hmf19460830-01.2.58	30 August 1946	hmf	"משפטו שר אלקלעי בביה""ד הצבאי הופסק כשהרגיש ברע"	"<div class=""txtsearchsnippet"">... הגה מפיו. הוחזר לבית המשפט לאחר שנבדק ע""י רופאי <b class=""highlightcolor"">ביה""ח הממשלתי</b> הוחזר _מגחם אלקלעי ב־3 אחה""צ לבית המשפט בצירוף ...</div>"	abbreviated
926	hmf19460911-01.2.38	11 September 1946	hmf	חשש לחיי הועיד השובת זה היום ה־12	"<div class=""txtsearchsnippet"">... שינוי מכריע לרעד, ויש חשש לחייו. אתמול ניסו רופאי <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים להערות דם לעורק-ו, אך הוא התנגד בכל ...</div>"	abbreviated
927	hmf19460916-01.2.66	16 September 1946	hmf	14 יהודים נעצרו במאורעות יפו	"<div class=""txtsearchsnippet"">... ברמלה ו־6 ביפו. אמצעי זהירות ליד ביה""ח הממשלתי ביפו <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, שבו נמצאיב שלושת היהודים שנפצעו ביום ...</div>"	abbreviated,spelled
928	hmf19460919-01.2.1	19 September 1946	hmf	דה פון ויזל ממשיך בשביתת־הרעב ־ בגדרה	"<div class=""txtsearchsnippet"">... כך מסר ד""ר פוןווייזל אתמול בשעה 9 בבוקר למנהל <b class=""highlightcolor"">ביה""ח הממשלתי</b> הדייר בישארה כאשר בא להודיעו על שחרורו. דייר ...</div>"	abbreviated
929	hmf19461003-01.2.57	3 October 1946	hmf	_מל־אביב	"<div class=""txtsearchsnippet"">... הראשל מהרי""ם סולידאנו בלוית הרב כ. פ. סכורש את <b class=""highlightcolor"">בית החולים הממשלתי</b> הירקון. שם קיבלו את פניהם מ""מ המנהל ...</div>"	spelled
930	hmf19461114-01.2.46	14 November 1946	hmf	ידד ע ו ל יה	"<div class=""txtsearchsnippet"">... רב וכוחות משטרה שהגיעו למקום הזעיקו את האמבולנס של <b class=""highlightcolor"">בית החולים הממשלתי</b> ובעזרת מספר שוטרים הועבר הערבי לביה""ח הממשלתי, ...</div>"	spelled
931	hmf19461124-01.2.16	24 November 1946	hmf	"נשדדה מכונית ביפו ע""י צעירים מזויינים"	"<div class=""txtsearchsnippet"">... הצעירים והצעירה למשרד הנ""ל ביפו והזמינו מכונית לאגרו־בנק. ע""י <b class=""highlightcolor"">ביה""ח הממשלתי</b> ביפו שלפו הצעירים אקדו־ חים. שנים מהם כפתו ...</div>"	abbreviated
932	hmf19461219-01.2.32	19 December 1946	hmf	&#8237;^^_sur_^₪m m mm \_mt/A1Mf A Ma \^B m m _m M*^_. _mSEMAk &#8236;	"<div class=""txtsearchsnippet"">... בעינים מתות ועצומות: עד שהגענו ל""מגרש הרוסים‭, ""‬שבמערבו עומד <b class=""highlightcolor"">בית החולים הממשלתי</b> ובמזרחו — בית הסוהר המרכזי. הטאנק והמכונית ...</div>"	spelled
933	hmf19461220-01.2.39	20 December 1946	hmf	"&#8237;_^S£3S:_&33_*₪M M ₪_JM ""_^a MM **ML ^^ _B: M : .0MMuU^^Kat &#8236;"	"<div class=""txtsearchsnippet"">... נפרד הרב לוין מאתנו והלך. היום בתא בית־הםוהר של <b class=""highlightcolor"">בית־החולים הממשלתי</b> חולף לאט יותר מאשר בכל מקום אחר. לאחר ...</div>"	maqaf
934	hmf19461225-01.2.55	25 December 1946	hmf	הצעיר ישראל לוין מבני־ברק נוצח - בת'יא	"<div class=""txtsearchsnippet"">... כך נקבעה זהותו. גווית הנרצה הועברה לחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בפרדס כ""ץ. קודם לכן נלקחה טביעת אצבעות. ...</div>"	spelled
935	hmf19470505-01.2.51	5 May 1947	hmf	מליאביב	"<div class=""txtsearchsnippet"">'־""•חשש שוא , צבי פינס, חבר הסמינריון שבקירבת <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון"" בת""א, הודיע אתמול ב־8 בבוקר למשטרה ...</div>"	spelled
936	hmf19470508-01.2.54	8 May 1947	hmf	אריאב אצל המושל	"<div class=""txtsearchsnippet"">... אריאב את תביעת המועצות המקומיות לפתוח מחלקת יולדות ליד <b class=""highlightcolor"">בית־החולים הממשלתי</b> ""הירקון"" בת""א. מחלקה זו עלולה לפתור במידת מה ...</div>"	maqaf
937	hmf19470511-01.2.80	11 May 1947	hmf	2 נפצעו קשה בתאונת־ דרכים ליד רעננה	"<div class=""txtsearchsnippet"">... — לכיה""ד הצכאי יצחק בוזגלו, בן ‭, 29‬עזב את <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה והובא בשבת לפני השופט דאוד יוסף כששתי ...</div>"	abbreviated
938	hmf19470511-01.2.85	11 May 1947	hmf	רקדניות - יהודיה וערביה - נוצחו ביפו	"<div class=""txtsearchsnippet"">... הגיעו מיד למקום ופתחו בחקירה. את. הפצועים העבירו ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> ביפו ובדרך מתה הרק־ דנית הערביה מפצעיה. הפצועה ...</div>"	abbreviated
939	hmf19470512-01.2.64	12 May 1947	hmf	"תינוקת נעלמה מביג""ח הממשלתי בחיפה"	"<div class=""txtsearchsnippet"">... בת כמה שעות נעלמה באורח מסתורי מחדר הילדים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה. התינוקת נולדה לערביה נוצריה נעמי מוניה חאג' ...</div>"	abbreviated
940	hmf19470514-01.2.74	14 May 1947	hmf	_חלקי־גופה של חווני נמצאו בחיפה	"<div class=""txtsearchsnippet"">... המזרחי של _חיפח. חלקי הגוף הועברו להדר המתים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> ושם קבעו כי החלקים האלה הורדו מגופה לפני ...</div>"	abbreviated
941	hmf19470516-01.2.52	16 May 1947	hmf	היוויד וו_&נבוד	"<div class=""txtsearchsnippet"">... מן המושבות הסמוכות לתל אביב תיפתח בעוד שבועיים ב־ <b class=""highlightcolor"">_בית־החולים הממשלתי</b> ""הירקון"" בת""א. מטרת המחלקה החדשה היא להקל על ...</div>"	maqaf
942	hmf19470518-01.2.54	18 May 1947	hmf	פושה מסתורית של חפיפת תינוקת ערביה	"<div class=""txtsearchsnippet"">התינוקת שנעלמה בשבת שעברה מחדר הילדים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה נמצאה אתמול בריאה והוחזרה להוריה. התינוקת, שנולדה ...</div>"	abbreviated
943	hmf19470526-01.2.65	26 May 1947	hmf	חומרות בלתי־וגילות בבתי הכלא בחג השבועות	"<div class=""txtsearchsnippet"">... ודר, שנפצעו בשעת ההתקפה על בית־הסוהר. הם הועברו מ־ <b class=""highlightcolor"">_בית־החולים הממשלתי</b> בחיפה לבית הסוהר בעכו, במקום שהם נמצאים ללא ...</div>"	maqaf
944	hmf19470527-01.2.63	27 May 1947	hmf	משפט 5 נאשמי ההתקפה על כלא עכו נדחה ליום ד	"<div class=""txtsearchsnippet"">... אחד הנאשמים, יעקב וים, שהובא ל־ ביד‭*'?‬ באמבולנס ורופא <b class=""highlightcolor"">ביה""ח הממשלתי</b> הד""ר קאהאן מסר כי אינו מסוגל לעמוד למשפט. ...</div>"	abbreviated
945	hmf19470601-01.2.73	1 June 1947	hmf	חילופי יריות בין מבריחים ושוטרים בנגב	"<div class=""txtsearchsnippet"">... הפצצה הראשונה התפוצצה בשעה ‭8. 21‬ במגרש ריק ליד <b class=""highlightcolor"">ביה''ח הממשלתי</b> והשניה ליד בית, אשר סבורים כי הוא בית ...</div>"	abbreviated
946	hmf19470606-01.2.24	6 June 1947	hmf	ה&#8237;14_=&#8236; שנפלו בימ• המאבק	"<div class=""txtsearchsnippet"">... ההלוויה בת רבבות המש־ תתפים הוסעו מחדר המתים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה גופותיהם של 11 הרוגים מההתקפה על סדנות ...</div>"	abbreviated
947	hmf19470611-01.2.74	11 June 1947	hmf	_ח!חיד _וחצבוד	"<div class=""txtsearchsnippet"">... ששירת בשעת המלחמה בצבא הבריטי , נתמנה כמגן מנהל <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה. — לרגל יום הולדת המלד ב־12 ביוני ...</div>"	abbreviated
948	hmf19470618-01.2.66	18 June 1947	hmf	נוהר עובי נהוג ו־&#8237;1«&#8236; בריטים נפצעו בתאונה	"<div class=""txtsearchsnippet"">דרך _ירושלים־יריחו. הפצועים הועבדו ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים.</div>"	abbreviated
949	hmf19470620-01.2.77	20 June 1947	hmf	פוטרו הרופאים היהודים &#8237;ח''בביה&#8236; הממשלתי	"<div class=""txtsearchsnippet"">... טיהור מחלקות הממשלה מעובדים יהודים קבלו השבוע שני רופאי <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים — הד""ר קא־ האן והד""ר אסטרייכר — ...</div>"	abbreviated
950	hmf19470716-01.2.49	16 July 1947	hmf	דין צעיר שהחזיק פצצת־כרוזים	"<div class=""txtsearchsnippet"">... מפקח משטרת הדר־הכרמל, י שגבה עדות מפי הנאשם ב־ <b class=""highlightcolor"">ביה""ח הממשלתי,</b> עדותי שלא נחתמה ע""י הנאשם מאחר שהוא לא ...</div>"	abbreviated
951	hmf19470716-01.2.68	16 July 1947	hmf	•_דץעזליה	"<div class=""txtsearchsnippet"">... מזויינים המתוארים כיהודים עצרו בליל שלשום 3 ערבים ליד <b class=""highlightcolor"">ביה""ח הממשלתי</b> לחולי־רוח בירושלים ושדדו מהם כחמשים לא""י. הערבים מסרו ...</div>"	abbreviated
952	hmf19470721-01.2.4	21 July 1947	hmf	", ייחם שמעפילייציאת אירופה' מוחזרים לצופה"""	"<div class=""txtsearchsnippet"">... בה נקבע מועד ההלויה — נתאסף קהל רב ליד <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה. שלוש הגופות הוצאו מחדר המתים כשהן עטופות. ...</div>"	abbreviated
953	hmf19470801-01.2.53	1 August 1947	hmf	ערבי נורה ליד רמת-יוחנן	"<div class=""txtsearchsnippet"">' בהודעה שנתפרסמה אתמול ע""י. <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה נמסר כי מחמוד מוחמד ?שחאדי בן 21 ...</div>"	abbreviated
954	hmf19470812-01.2.64	12 August 1947	hmf	הורע מצב הצעיו שנפצע בהתפוצצות בחיפה	"<div class=""txtsearchsnippet"">... על בית־ הסוהר — עדיין נמצאים באגף האסירים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה.</div>"	abbreviated
955	hmf19470928-01.2.74	28 September 1947	hmf	המעפילים לקפריסין	"<div class=""txtsearchsnippet"">... בכדור. היו היחידים שזכו להישאר ב־ ארץ בין כתלי <b class=""highlightcolor"">ביה""ח הממשלתי.</b> נשאר עוד גבר אחד שהמעפילים קראו לו בשם ...</div>"	abbreviated
956	hmf19471008-01.2.86	8 October 1947	hmf	הערבי החיפאי אינו נגוע בחולירע	"<div class=""txtsearchsnippet"">בבדיקה הסופית במעבדת <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה נקבע כי הערבי הזקן שהו בא ...</div>"	spelled
957	hmf19471009-01.2.27	9 October 1947	hmf	"בקופת _ח1_לים לע1_בד־ם לא1מ""ם"	"<div class=""txtsearchsnippet"">... המחלקה הרפואית של המרב! השתתף בהתיעצות כללית של הנהלת <b class=""highlightcolor"">בית החולים הממשלתי</b> בענין הסדר האישפוז עבור המושבות. בהתיעצות וו ...</div>"	spelled
958	hmf19471020-01.2.67	20 October 1947	hmf	אסירים ערביים שוחררו בכוח מידי המשטרה	"<div class=""txtsearchsnippet"">... מחמוד עלי אסאווה, בן ‭, 66‬שהועבר במצב קל ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה.</div>"	abbreviated
959	hmf19471026-01.2.57	26 October 1947	hmf	15 עצורים הועברו מלטרון ג' ללטרון א	"<div class=""txtsearchsnippet"">... מלכה גרנ""ייץ ושולמית שי?יר עודן נמצאות במחלק־ לנשים של <b class=""highlightcolor"">ביה""ח הממשלתי.</b> מביקורי הרב אריה לוין הרב אריה לוין ביקר ...</div>"	abbreviated
960	hmf19471103-01.2.67	3 November 1947	hmf	"נהג יהודי נרצח ע""י ערבים בסביבת חיפה"	"<div class=""txtsearchsnippet"">... הגופה הועלתה על מכונית משטרה והועברה לחדר המתים של <b class=""highlightcolor"">ביה""ח הממשלתי.</b> הבדיקה הראשונה הוכיחה כי הוא מת מיריה ביום ...</div>"	abbreviated
961	hmf19471113-01.2.2	13 November 1947	hmf	שתי נעוות בגיל 16־15 ושני נערים בגיל 17 נורו למות בידי חיילים בברחם מבית בקרבת רעננה שהוקף צבא ומשטרה	"<div class=""txtsearchsnippet"">... בנין ביה""ח הממשלתי ביפו שמירה מעולה הוטלה על בנץ <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו כאשר הובאו לשם הגוויות והפצועים. שני ...</div>"	abbreviated,spelled
962	hmf19471116-01.2.52	16 November 1947	hmf	אסירי רעננה הועברו לבית־הםוהר בירושלים	"<div class=""txtsearchsnippet"">... ושיתק את _זרועור־נמצא תחת משמר כבד באגף האסירים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> במגרש הרוסים.</div>"	abbreviated
963	hmf19471210-01.2.11	10 December 1947	hmf	לג־ונר ערב־ נתח באש המהומות בחינה	"<div class=""txtsearchsnippet"">... חמדצחים וכ־20 נפצעו. הרוגים ופצועים אלו לא הובאו ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> מאחד שהערבים החליטו לקבור את קרבנותיחם בחשאי ואותו ...</div>"	abbreviated
964	hmf19471210-01.2.5	10 December 1947	hmf	זוהו 3 הרוגים יהודיים מיפו	"<div class=""txtsearchsnippet"">... בגיל עמידה, שנהרגו שלשום ביפו והובאו ל""הדםה"" תל־אביב מ־ <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו, זוהו אתמול. ואלה שמותיהם: צכי ליכד, בן ...</div>"	maqaf
965	hmf19471212-01.2.83	12 December 1947	hmf	הותקפו כפרים עוביים ליד ירושלים	"<div class=""txtsearchsnippet"">... דוממה וליפתא. שני ערבים פצועים הובאו מן הכפד ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים אמש בשעה מאותרת. כפי שנמסר, נכנסה קבוצה ...</div>"	abbreviated
966	hmf19471226-01.2.95	26 December 1947	hmf	הלוית א.ל.פיליקנסקי	"<div class=""txtsearchsnippet"">... ערך אתמול ביקור של חג־ המולד במדור הבריטי של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים וחילק מתנות לשוטרים החולים והפצועים שם. ערקו ...</div>"	abbreviated
967	hmf19471228-01.2.5	28 December 1947	hmf	גופת יהודי אלמוני בירושלים	"<div class=""txtsearchsnippet"">גופתו של אדם כבן 40 הובאה אתמול ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים. היא נמצאו;מחוץ לביה'יח לבעלי חיים שבברכת השולטאן. ...</div>"	abbreviated
968	hmf19480108-01.2.1	8 January 1948	hmf	Untitled	"<div class=""txtsearchsnippet"">... אחד הנמלטים שגופתו המנוקבת כדורים . נמצאה על הגדר. <b class=""highlightcolor"">_!ביה""ח הממשלתי</b> זוהה אמרי כן כנסים בן :חיים בן ‭. ...</div>"	abbreviated
969	hmf19480112-01.2.70	12 January 1948	hmf	פצצה ליד _אוטובוס יהודי משוריין בירושלם |	"<div class=""txtsearchsnippet"">... נמםר כי במקום נמצאו חוטי חשמל שנםתיימו במור חצר <b class=""highlightcolor"">בית החולים הממשלתי</b> למחלות עינימ. מאיזיד, נהג האד טובום _ממפר ...</div>"	spelled
970	hmf19480119-01.2.66	19 January 1948	hmf	7 ערבים: נהרגו בפעולת־עונשין	"<div class=""txtsearchsnippet"">... שסבורים כי היו _יהה־יס. הערבים * הפצועים הועברו. ל־ <b class=""highlightcolor"">ביה""ח . הממשלתי</b> ביפו.</div>"	abbreviated
971	hmf19480123-01.2.89	23 January 1948	hmf	ron הנוטרים ליד כפר 'ע1וד	"<div class=""txtsearchsnippet"">... הצליח להגיע ליעזור במקום שחיילים העבירו את הפצועים ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> ביפו. 'בשעות הצהרים אירע מקרה נוסף באזור זה ...</div>"	abbreviated
972	hmf19480126-01.2.34	26 January 1948	hmf	_בית־החוליפ הממשלתי בחיפה הפך למוסד ערבי טהור	"<div class=""txtsearchsnippet"">... היהודי לט־ מוך על השוטרים הערבים הממונים על שמירת <b class=""highlightcolor"">בית החולים הממשלתי.</b> דרישות ואזהרות של באי־כוח הישוב לא נשאו ...</div>"	spelled
973	hmf19480128-01.2.64	28 January 1948	hmf	2 קציני־משטוה ערביים נפצעו בהתנקשות	"<div class=""txtsearchsnippet"">... ברגלו. מצב שניהם אינו קשה. הם הועברו לטיפול ל־ <b class=""highlightcolor"">ביה""ח הממשלתי.</b> נקמה פרטית? מחוגים שונים. סבורים כי ההתנקשות בשני ...</div>"	abbreviated
974	hmf19480205-01.2.23	5 February 1948	hmf	"נסים בן־ח""ם ה'""ד"	"<div class=""txtsearchsnippet"">... מעשה . הזוועה שנעשה אתו ע""י הרופאים והאחיות של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בירושלים שרצ־ _חוהו נפש בדם קר על שולחן ...</div>"	indefinite,maqaf
975	hmf19480205-01.2.30	5 February 1948	hmf	ןןןןןן ירושלים !וו וווו	"<div class=""txtsearchsnippet"">... אם כי חמשה ימים עבריו מאז מתה מפצעיה ב־ <b class=""highlightcolor"">ביה""ח הממשלתי.</b> בגלל צלב שנמצא עליה נרשמה בשעתו כנוצריה, אולם ...</div>"	abbreviated
976	hmf19480205-01.2.52	5 February 1948	hmf	_Eas מבעיות &#8237;_mmsms&_.^^^&#8236; העזרה &#8237;mm_£_iSaMi_^&#8236; הראשונה &#8237;. ?,?_, -:.^&&#8236; בתקופת הצלפים _	"<div class=""txtsearchsnippet"">... נרצח בידי ערבים מזוינים דר. ה. •לארם, מנהל _: <b class=""highlightcolor"">ביה""ח הממשלתי</b> למחלות מידבקות בבית צפפה . שליד ירושלים. הוא ...</div>"	abbreviated
977	hmf19480206-01.2.106	6 February 1948	hmf	הממשלה מוסרת את שרותיה הרפואיים לעונים	"<div class=""txtsearchsnippet"">... הרפואה הממשלתיים בארץ, לרבות האמבולנסים וכל הציוד הרפואי. גם <b class=""highlightcolor"">ביה""ח הממשלתי</b> בבית י צפפה נמציא כיום למעשה תחת י ...</div>"	abbreviated
978	hmf19480210-01.2.21	10 February 1948	hmf	ד _מ ב ב _ל הל ז ב	"<div class=""txtsearchsnippet"">... שהנהלת בית החולים ""ה דסה"" בירושלים נענתה לבקשה הנהלת <b class=""highlightcolor"">בית החולים הממשלתי</b> בנידון תרומת דב. השאלה היא: האם * ...</div>"	spelled
979	hmf19480218-01.2.57	18 February 1948	hmf	ערבי טוען שהכריחוהו לנהוג ן :מכונית עם נשק שדוד	"<div class=""txtsearchsnippet"">... נהג בריטי ושוטר ערבי שנסעו במכינית משטרה ליד ' <b class=""highlightcolor"">ביה""ח הממשלתי</b> בצפת, חטפי את המכונית ונעלמו בה. יש לציין, ...</div>"	abbreviated
980	hmf19480227-01.2.90	27 February 1948	hmf	ערבים שודדים מכוניות של הממשלה	"<div class=""txtsearchsnippet"">... שאחד מהם "" היד. מזויין ב־ אקדח, כשחנתה ליד <b class=""highlightcolor"">ביה""ח הממשלתי</b> בצפת. נהג ערבי של מכונית של מח' העבודות ...</div>"	abbreviated
981	hmf19480318-01.2.71	18 March 1948	hmf	"עבדול האדר: רצוני לפוצץ את ביה_""ה»הדםה» והאוניברסיטה"	"<div class=""txtsearchsnippet"">... 11 בבוקר בשכונת קטמון ע""י כדור. הוא נלקח 'ל־ <b class=""highlightcolor"">ביה""ח הממשלתי.</b> מצבו אינו רציני. יריות אל משוריין'משטרה מכונית משוריינת ...</div>"	abbreviated
982	hmf19480322-01.2.53	22 March 1948	hmf	ביהי 'ח * הירקון* - דרשות ע יר ית ודא	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון"" בצפון תל־אביב עובר החל מ־1 באפריל ...</div>"	spelled
