date	pub	lang	page_id	kind	term	place	haifa	dateline	diseases	transfer	window
1947-07-11	falastin	ar	falastin19470711-01.1.4	quarantine_station	المحجر الصحي		dateline	Haifa	plague		…خول الاراضي اللبنانيه الا بعد ابراز شهاده ضد الطاعون تعود الي ماقبل سته تطعيم ايام وزادت علي ذلك ان المسافر سيرد من حيث الي او يلفح في بيروت وبوضع في المحجر الصحي هناك لمده سته ايام القدس في ۱۰ تموز - لمراسل فلسطين الخاص - اكدت لنا قنصليه سوريا العامه وقنصليه لبنان العامه انها لن تمنح اي راغب في السفر الي القطر…
1947-07-11	falastin	ar	falastin19470711-01.1.4	kerentina	الكرنتينا		dateline	Haifa	plague	y	… السفر الي القطرين الشقيقين او المرور باراضيها التاشيره اللازمه مالم يقدم مع طلبه شهاده تثبت تطعيمه ضد الطاعون و كل شخص يخالف ذلك سيحجز علي الحدود في الكرنتينا ويطعم بالمصل الواقي وذكرت لنا قنصليه المملكه الاردنيه الهاشميه ان هذا الشرط يقتصر علي سكان المنطقه الشماليه فقط…
1947-07-11	falastin	ar	falastin19470711-01.1.4	quarantine_station	الحجر الصحي		other:Cairo	Cairo	plague		…ره في ١٠ تموز مراسل فلسطين - الخاص تتخذ الحكومه المصريه استعدادات كبيره لوقايه الفطر من انتشار وباء الطاعون الذي ظهر فجاه في مدينه حيفا فاخذت مصلحه . الحجر الصحي تراقب ركاب السفن القادمه منها في موانيء الاسكندريه وبور سعيد ودمياط والقنطره والاسماعيليه و تقضي هذه التحوطات المتخذه بفحص السفن والركاب و بتبخير منق…
1947-07-12	falastin	ar	falastin19470712-01.1.4	quarantine_station	الحجر الصحي		other:Cairo	Cairo			…تفريغ السفن القادمه من حيفا بالمواعين لمراسل فلسطين القاهره في 11 تموز الخاص - جتمعت لجنه اباده الجرذ في الاسكندريه صباح امس في اداره الحجر الصحي للبحث فيما ينبغي اجر ود لاباده الجرذ في المدينه وقد لوحظ في اثناء البحث في هذا الشان ان هناك سلطات متعدده في منطقه الميناء يجب ان تتصل لجنه مكافحه ال…
1947-07-15	falastin	ar	falastin19470715-01.1.2	kerentina	الكرنتينا	Jaffa	page			y	… كرابيد . مروي بعد ان استعمل معه الشده وطنه بسكين في رقبته بينما كان في بيت في محله البصه ثم تمكن من استرجاع مبلغ ١٤٧ جنيها وقد نقل المصاب الي مستشفي الكرنتينا بيافا للمعالجه كما قدم اما منا علي سعد محمد سليم سالم من السنطه «مصر» بتهمه السرقه من قبل الوكلاء حيث تسلم كيسي دقيق موحد من ياسين محمد ياسين لتسليمه…
1947-07-27	falastin	ar	falastin19470727-01.1.2	kerentina	كرنتينا		page				…يتطلبها الحساج في سفرد للحج في في من ―: الدرجات الثلاث وهي الدرجه الاولي بالتاكسي تتكلف ١٤٥ جنيها و ۷۱۲ ملا موزعه كما يلي تاشيره جواز السفر ٧٥٠ ملا ، كرنتينا و تطعيم ۳۰۰مل وتامين ۱۰ جنيهات و اجره السفر بالبحر ٥٩ جنيها و ١٦٢ ٠لا و اجره السفر من جده الي مكه وبالعكس ٥١ جنيها ونصف الجنيه و اجره السفر الي المدي…
1947-07-27	falastin	ar	falastin19470727-01.1.2	kerentina	وكرنتينا		page				…١ جنيها ونصف الجنيه و اجره السفر الي المدينه وبالعكس ٢٤ جنيها الدرجه الاولي بالباص تتكلف ١٢٦ جنيها و ۲۱۲ ملا منها ١١ جنيها و ٥٠ ملا تاشيره جوار السفر وكرنتينا وتطعيم و نامين . واجره السفر بالبحر ٥٩ جنيها و ١٦٢ هلا واجره السفر بالباص من جده الي مكه وبالعكس ٤٤ جنيها واجره السفر الي المدينه وبالعكس ١٢ جنيها . …
1947-07-27	falastin	ar	falastin19470727-01.1.2	kerentina	وكرنتينا		page				…جنيهات و ۷۱۲ ملا منها ١١ جنيها و ٥٠ ملا تاشيره جواز السفر وكرنتينا وتطعيم وتامين واجره السفر بحرا ٤٨ جنيها و ١٦٢ مسلا واجره السفر بين جده ومكه وبالعكس ٤١ جنيها و نصف الجنيه واجره السفر الي المدينه وبالعكس ٨ جنيهات…
1947-07-27	falastin	ar	falastin19470727-01.1.2	kerentina	وكرنتينا		paragraph				…وقيمه نفقات الدرجه الثالثه باللوري هي ٨٦ جنبيها و ۳۱۲ ملا منها ١١ جنيها و .. ه لا تاشيره جواز السفر وكرنتينا وتطعيم وتامين اما اجره السفر بالبحر فهي ٢٨ جنيها و ٧٦٢ ملا واجره السفر من جده الي مكه وبالعكس ٤٠ جنيها ونصف الجنيه واجره السفر الي المدينه وبالعكس 6 …
1947-07-27	falastin	ar	falastin19470727-01.1.2	kerentina	وكرنتينا		paragraph				…السفر الي المدينه وبالعكس 6 جنيهات وقيمه نفقات السفر بالدرجه الثالثه علي الجمل هي ۸۳ جنيه ا و ۸۱۲ ملا منها ۱۱ جنيها و ٥٠ ملا تاشيره جواز السفر وتطعيم وكرنتينا وتامين ، وجره السفر بحرا هي ٢٨ جنيها و ٧٦٢ ملا واجره السفر من جده الي مكه وبالعكس علي الجمل ٣٩ جنيها ونصف الجنيه واجره السفر الي المدينه وبالعكس ٥ جن…
1947-08-21	falastin	ar	falastin19470821-01.1.2	infectious_hospital	مستشفي الامراض الساريه		page				…العلم بان تل ابيب لا يمين ولم يعين فيها طبيب عربي منذ بدء الانتداب حتي الان اذن لماذا تعين دايره الصحه طبيبا يهوديا في مستشفي الامراض الساريه الموجود في يافا والذي يضم مرضي عربا ميه بالميه والمفروض فيه ان يختص بمرضي يافا ولواء السماد العرب كما ان مستشفي الامراض | الساريه في بني براك مقابل ذ…
1947-08-30	falastin	ar	falastin19470830-01.1.2	quarantine_station	الحجر الصحي		other:Cairo	Cairo			…تلقت مصلحه الحجر الصحي خطابا الخاص من حكومه فلسطين يفيد ان الفا وخمسمايه حاج فلسطيني سيسافرون بحرا من حيفا الي جده مباشره لا من طريق القنطره البري كما كانت الحال في السنوات…
1947-08-31	falastin	ar	falastin19470831-01.1.4	kerentina	والكرنتينا		other:Jerusalem	Jerusalem			…هم المسافرين الي بريطانيا او العايدين منها الي فلسطين عن طريق مصر ، تعلن فيه ان الحكومه اتفقت مع شركه كوك علي ان تقوم الشركه يدفع كافه مصاريف المثاله والكرنتينا و الانتقال الي…
1947-09-26	falastin	ar	falastin19470926-01.1.2	kerentina	الكرنتينا		page				…حاضرين بموسيقاها العذبه جوفه باسكال قمر الشهيره اعلان هام يشري لاصحاب البيارات ومزارعي الفواكه والخضار بيافا وقضاها تمامكم نا تناقد باشرنا في بيع زيل الكرنتينا الموجود في بضه الشماس و نيتر المراجعه في مكتبنا الكاين بشارع الدرهلي بيانا تلفون ۱۳۲۰ حسين الشرقاوي كليه الرابطه الوطنيه فلسطين الصه - - ابتدايی بستا…
1947-09-27	falastin	ar	falastin19470927-01.1.2	kerentina	الكرنتينا		page				…ل فلسطين وشرق لاردن ٢٦٥٥ تلفون القدس ) ۸۰ ص.ب اعلان هام بشري لاصحاب البيارات ومزار عي الفواكه والخضار بيانا وقضاها تعلمكم باننا قد باشر نا في بيع ذيل الكرنتينا الموجود في بصمه الشماس و نيتر المراجعه في مكتبنا الكاين بشارع الدرهلي بيانا تلفون ۱۳۲۰ حسين الشرقاوي…
1947-09-28	falastin	ar	falastin19470928-01.1.1	quarantine_station	الحجر الصحي		other:Jerusalem	Jerusalem	cholera		…بط في مط الله / ا تعليمات مشدده القدس في ٢٧ ايلول- لمراسل فلسطين الخاص صدرت تعليمات مشدده في جميع مراكز الصحه في البلاد السهر علي مساله تنفيذ اجراءات الحجر الصحي علي الاشخاص القادمين من مصر بالجو والبر والبحر خلال المده المحدده من قدومهم الي البلاد وذلك بسبب انتشار وباء الكوليرا في القطر الشقيق . و المفهوم اند…
1947-09-30	falastin	ar	falastin19470930-01.1.2	kerentina	الكرنتينا		paragraph				…ن افتتاح السنه الدراسيه سيءجل الي وقت غير محدود اعلان هام بشري لاصحاب البيارات ومزارعي الفواكه والخضار بيافا وقضاها تيامكم باننا قد باشرنا في بيع زيل الكرنتينا الموجود في بصه الشماس نيتر المراجعه في مكتبنا الكاين بعماره الدرهلي الجديده شارع الدرهلي نيافا تلفون ۱۳۲۰ حسين الشرقاوي اعلان سيجري البيع بالمزاد الع…
1947-10-04	falastin	ar	falastin19471004-01.1.2	kerentina	للكرنتينا		page		cholera		…بذل طبيب الصحه الدكتور عبد - الخاص الرحم بدر جهود مشكوره لاخذ الاحتياطات الضروريه الموقايه من مرض الكوليرا الفتاك وقد انشا ثلاثه مراكز للكرنتينا ، واحدا في مدينه بير السبع بجوار دايره الحمرك واخر في عوجا حفير وناثا في مركز بوليس العماره مزودين عمرضين مع الامصال الكافيه لقطع السكان في تلك المنا…
1947-10-05	falastin	ar	falastin19471005-01.1.4	quarantine_station	الحجر الصحي		page				…لا يحدث البكتر بولوجيه التايم لوزاره الصحه السلطات البريطانيه بابها عملت اتخذ اجراءات الحجر الصحي الدوليه مع القوات البريطانيه ، لتي كانت تصل في مصر ، واكد ان السلطات البريطانيه و قد رفضت طلبنا بهبوط الجنود البريطانيين الذين يصلون الي مصر بطريق دا…
1947-10-05	falastin	ar	falastin19471005-01.1.4	quarantine_station	بالحجر الصحي		page				…ه ، لتي كانت تصل في مصر ، واكد ان السلطات البريطانيه و قد رفضت طلبنا بهبوط الجنود البريطانيين الذين يصلون الي مصر بطريق دامري لجو في المطارات المجهزه بالحجر الصحي با ولم يستجيبوا لنداينا الا مءخرا و بعد حلول الكارثه )…
1947-10-05	falastin	ar	falastin19471005-01.1.4	quarantine_station	الحجر الصحي		page		cholera		…الامريكيه وضعت تحت الحجر الصحي امس الجمعه لمده خمسه يام ثني عشر راكبا قادما بطريق الجو من مطار اللد بفلسطين حين وصولهم الي مطار لاجارديا لانهم لا يحملون شهادات تطعيم ضد الكوليرا وك…
1947-10-05	falastin	ar	falastin19471005-01.1.4	quarantine_station	المحجر الصحي		page		cholera	y	…ه من الاجانب وقد نقل الاجانب العشره الي جزيره اليس و الامريكيان الي المستشفي البحري في جزيره ستاتن في طريق الافلات وقال الدكتور روي بودت المدير الطبي المحجر الصحي الامريكي في نيويورك انه ابلغ من واشنطن بان زمام السيطره علي وباء الكوليرا في الشرق الاوسط في طريق الافلات وستفرض قيود صحيه موحده في امريكا علي جميع ا…
1947-10-05	falastin	ar	falastin19471005-01.1.4	quarantine_station	الحجر الصحي		page				…1 الاشخاص الذين يصلون الي اي مطار امريكي من الهند ومصر وفلسطين والمملكه السعوديه وجميع موانيء البحر الاحمر ويوضعون تحت الحجر الصحي مده خمسه ايام شكر بريطانيا واذاع ناطق بلسان وزاره الخارجيه البريطانيه اليوم في سعاده عبد الفتاح عمرو باشا الغير المصري في لندن ارسل الي وزير الخارجيه…
1947-10-07	falastin	ar	falastin19471007-01.1.2	kerentina	الكرنتينا		page		cholera		…د دايره الصحه من هذه الامصال بحيث تكفي انطعيم جميع السكان وقد وصل الي بير السبع الدكتور جريس منصور للمساهمه في اعمال مكافحه الكوليرا و يشرف علي مراكز الكرنتينا التي انشيت هذه الغايه في قضاء بير السبع .…
1947-10-07	falastin	ar	falastin19471007-01.1.2	quarantine_station	الحجر الصحي		dateline	Haifa			…سبوع الماضي قضيه سبعه اشخاص كانوا قد وصلوا الي حيفا من مصر بطريق البحر ولم يتصلوا عقب وصولهم الي حيفا بدايره الصحه كما هو مطلوب منهم موجب انظمه قانون الحجر الصحي وقد قضت المحكمه بتغر عهم مبالغ لا تجاوز الواحده منها ١٥ جنيها…
1947-10-07	falastin	ar	falastin19471007-01.1.2	quarantine_station	المحجر الصحي		page				…الثات يوما في جده بعد مغادرتهم المحجر الصحي في ابو سعد وقد سافروا يوم السبت الي المدينه المنوره ومكه المكرمه في السيارت الصغيره والكبيره اما افراد الفوج الاول فاخذوا يعودون من المدينه في طريقهم…
1947-10-08	falastin	ar	falastin19471008-01.1.2	kerentina	الكرنتينا		page		cholera		…التطعيم ضد وباء الكوليرا قامت دايره الكرنتينا في ميناء يافا امس بتطعيم جميع الموظفين في الميناء والجمرك والبحاره والعتاله والعمال والمراجعين ضد وباء الكوليرا لوقايتهم ولمنع تسرب الكوليرا عن طريق …
1947-10-08	falastin	ar	falastin19471008-01.1.2	quarantine_station	الحجر الصحي		page				…سلامتها من مرض المكو ايرا والماده الثالثه من قانون الحجر الصحي تنص علي وجوب مراجعه الشخص القادم من منطقه موبوءه ، لدايره الصحه خلال ٢٤ ساعه من وصوله الي البلاد ثم في اليومين…
1947-10-21	falastin	ar	falastin19471021-01.1.2	quarantine_station	الحجر الصحي		page				…د خشبه باشا امير الحج المصري يحمل كتابا كر ا من جلاله ذلك فاروق الي جلاله المنك عبد العزيز الي السعود وستءدي لمعاليه للمراسيم المالوفه بعد انقضاء مده الحجر الصحي التي فرضت علي جميع القادمين من مصر الاصوات الممتنعه والتقسيم !…
1947-10-23	falastin	ar	falastin19471023-01.1.2	quarantine_station	الحجر الصحي		page		cholera		…لمكافحه الكوليرا في الجنوب بير السبع في ٢٢ ت ا - لمراسل فلسطين الخاص - قدم المدينه الدكتور عبد المجيد ابو حجله ليقوم بالاشراف علي مراكز الحجر الصحي التي انشيت لمكافحه الكولير الي القضاء و خفا للدكتور جريس منصور الذي نهي مدته وهي اسبوعان وستتابع دايره الصحه العامه ارسال الاطباء للمساهمه في هذه الغ…
1947-10-30	falastin	ar	falastin19471030-01.1.2	quarantine_station	الحجر الصحي		page		cholera		… من الي قبرص من مصر ان ينقحوا ضد الكوليرا قبل بدء رحلتهم ما الدين يصلون في قبرص من مصر ولا يستطيعون تقدم برهان علي انهم لقحوا ضد الكواير فسيوضعون تحت الحجر الصحي مده خمسه ايام بعد وصولهم التطعيم ضد الكوليرا القدس في ٢٩ ت ا - لمراسل فلسطين الخاص كانت كميه مفاصل لو في من الكولير قد نقد لدي دايره الصحه المركزيه ،…
1947-10-30	falastin	ar	falastin19471030-01.1.4	quarantine_station	الحجر الصحي		page		cholera		…وك اجراءات لمكافحه الكونيرا - بقيه اصابه مشتبه في الاسكندريه حيث كان يظي ان وطاه للمرض فيها اخف من غيرها في الاماكن المصابه ادلي الدكتور ندا مدير فرع الحجر الصحي في مصلحه الطيران المدني يحديث الي جريده « الحور نال ديجبت ) قال فيه ان وناء الكوليرا سيختفي في عشرين او ثلاثين يوما علي الاكثر وتقول رساله وردت من في…
1947-10-31	falastin	ar	falastin19471031-01.1.2	quarantine_station	المحجر الصحي		page		cholera		…يي ضروري الاحتياط ضد الكوليرا بلبنان بيرون في ٣٠ ت ا - لمرسل مسطين - الخاص كانت قد وصلت الي مطار بيروت طايره من مطار اللد تقل نعمانيه اشخاص رسلوا الي المحجر الصحي و اجريت للطايره عمليه التطهير ، وقد صدرت الدواير للسءوله تعليمات مشدده الي عمال المطار والشركات الجويه بضروره مراقبه الطايرات القادمه من مصر ، وخابرت…
1947-10-31	falastin	ar	falastin19471031-01.1.2	kerentina	الكرنتينا		window		cholera		… الخاص - زار حيفا في هذين اليومين المستر ليفنر مدير الصحه العام في القدس ونايبه وتفقدا مستشفي الحكومه وزارا هم الدكتور اتيم مدير مستشفي الحكومه دايره الكرنتينا وتفقد ا حركه تطعيم القادمين من مصر بالمصل الواقي من الكوليرا وعلمنا ان كل قادم من مصر يجب ان يبقي في الكرنتينه مده اربع وعشرين ساعه حيث يجري فحصه و ب…
1947-10-31	falastin	ar	falastin19471031-01.1.2	kerentina	الكرنتينه		paragraph		cholera		…الدكتور اتيم مدير مستشفي الحكومه دايره الكرنتينا وتفقد ا حركه تطعيم القادمين من مصر بالمصل الواقي من الكوليرا وعلمنا ان كل قادم من مصر يجب ان يبقي في الكرنتينه مده اربع وعشرين ساعه حيث يجري فحصه و بعدها يسمح له بالخروج من هناك وفهم انه لم يشتبه بايه اصابه بالكوليرا حتي الان ويجري في كل اسبوع تطعيم حوالي خمسه…
1947-10-31	falastin	ar	falastin19471031-01.1.2	kerentina	الكرنتينا		window				… الاهلين هنا . والامصال تعد في القدس وترسل تباعا الي حيفا ومعدل ما يصل منها في الاسبوع حوالي خمسه الاف انبوبه وسيجري التطعيم في دايره الصحه وفي دايره الكرنتينا ولدي بعض الاطباء الذين سيعينون من قبل الجمعيات الطبيه العربيه واليهوديه ويرجو الجمهور ان تسارع دواير الصحه بالتطعيم في كل جهه من فلسطين واتخاذ الاحتي…
1947-10-31	falastin	ar	falastin19471031-01.1.3	kerentina	الكرنتينا		paragraph				…اعلان هام بشري لاصحاب البيارات ومزارعي الفواكه والخضار بيانا وقضاها تعلمكم باننا قد باشرنا في بيع زيل الكرنتينا الموجود في حصه الشماس ونيتر المراجعه في مكتبنا الكاين بعماره الدرهلي الجديده بشارع الدرهلي بيانا حسين الشرقاوي تلفون ۱۳۲۰ . ينما ركس - القدس تقدم اعت…
1947-11-04	falastin	ar	falastin19471104-01.1.2	quarantine_station	الحجر الصحي		paragraph				…رنسيه وفريق من افراد الجاليه الفرنسيه و بعض طلاب للمعاهد قضت محكمه الصلح بتغريم شخصين - احدهما خمسه جنيهات والااخر ثلاثه جنيهات لعدم مراعاتهما قوانين الحجر الصحي ، فقد حضر ا من مصر دون ان يتقدموا لدايره الصحه كما وزعت السكرتيريه العامه علي رءساءالدواير جدولا بالاعياد الرحميه خلال العام المقبل ويتضمن الجدول ان …
1947-11-05	falastin	ar	falastin19471105-01.1.2	quarantine_station	الحجر الصحي		page				…الخاص. الثاني من الحجاج وهم من الفلسطينيين وعددهم • ٦٢٤ حاجا ولما كانت التقاليد تنم مرور الحجاج غير المصريين دول النزول الي المحجر الا اذا قررت مصلحه الحجر الصحي المصريه الي الحج نظيف في هذا العام ولما كان هذا لا يتسني الا بعد عينات جيم حجاج الفوج الاول وحيث ان هءلاء الحجاج قد وصلوا في اليوم ذاته الذي وصل فيه …
1947-11-05	falastin	ar	falastin19471105-01.1.2	kerentina	الكرنتينا	Haifa	window				…دتها دواير الصحه في البلاد ومن الاجراءات التي اتبعتها الدواير المذكوره نقل جميع المسافرين القادمين من القطر المصري القطار والبواخر والطيارات الي محجر الكرنتينا في حيفا وهو يبعد قليلا عن المدينه بطريق هكا و يقم علي شاطيء البحر وقد بلغ عدد المسافرين الدين دخله اهد للحجر منذ ظهور الوفاء في مصر ٨٣٤ شخص لم يكن بي…
1947-11-05	falastin	ar	falastin19471105-01.1.2	kerentina	الكرنتينا		paragraph				…| الطبيه وفي الدرجه الثالثه يدفع للمسافر ٢٧٠ ملا كل يوم ويقوم باداره المحجر للذكور (الكرنتينا) السيد عيسي متي يساعده نخبه من الموظفين والمرضين ( التمرجيه ) من نساء ورجال ويشرف علي اعمالهم جميعا الدكتور ابراهيم تيم مدير دايره الصحه بالوكاله في …
1947-11-05	falastin	ar	falastin19471105-01.1.2	kerentina	الكرنتينا		window				…نخبه من الموظفين والمرضين ( التمرجيه ) من نساء ورجال ويشرف علي اعمالهم جميعا الدكتور ابراهيم تيم مدير دايره الصحه بالوكاله في لواء حيفا و يخضع لانظمه الكرنتينا جميع طبقات من اكبر موظف ووجيه الي اصفر وظف وعامل ، ويقول السيد عيسي متي الناس مو ه ان الجميع يعاملون معامله واحده وتسري عليهم جميع القوانين و « ما عن…
1947-11-05	falastin	ar	falastin19471105-01.1.2	quarantine_station	المحجر الصحي		paragraph				…يد عيسي متي الناس مو ه ان الجميع يعاملون معامله واحده وتسري عليهم جميع القوانين و « ما عندوش دقن ممشطه ، والحقيقه ان العمل الذي يتولاه القايمون اداره المحجر الصحي عمل شاق يشكرون عليه ، وعسي ان تعني السلطات ه المسءوله بفتح ( كانتين ، يجد فيه النزلاء حاجتهم من الشبات والشاي والقهوه والسجاير لكي لا يشعروا كثيرا بح…
1947-11-05	falastin	ar	falastin19471105-01.1.2	kerentina	الكرنتينا		paragraph				…انتين ، يجد فيه النزلاء حاجتهم من الشبات والشاي والقهوه والسجاير لكي لا يشعروا كثيرا بحرمانهم من المشروبات ولا كل التي اعتادوا تناولها قبل و بزوهم في الكرنتينا ) .…
1947-11-07	falastin	ar	falastin19471107-01.1.2	quarantine_station	حجر صحي		window				…حكومه رش ماده (د.د.ت) في جميع القري الواقعه جنوي طريق القدس ياقا و الفحص البكتر بولوجي في حيفا للجميع المسافرين القادمين من مصر .. و اقامه عشره مراكز حجر صحي علي طول الحدود في منطقه رفح المنع هرب العمال المصريين لي فلسطين . وقال الدكتور كريكوريان انه يلقي القبض علي هءلاء هاربين عمدل ۲۰ او ٣٠ كل يوم. لكن هذ…
1947-11-20	falastin	ar	falastin19471120-01.1.2	quarantine_station	الحجر الصحي		window		plague		…نا يته في مبلغا لا يزيد عن ٢٥٠ ملا الابره الواحده. حيفا غير موبوءه بالطاعون القاهره في ١٩ - ٢ - لمر اصل فلسطين الخاص - اكتشف للكتب الصحي العريق مصلحه الحجر الصحي بالاسكندريه في اثناء ق محسن التقارير الوارده من فلسطين عن الحرف ان في حيفا علي السلطات الصحيه هناك وجدت ٢٤ فارا مصابا بالطاعون. منذ شهر فاذاع المكتب …
1947-11-25	falastin	ar	falastin19471125-01.1.2	quarantine_station	الحجر الصحي		page				…الحجر الصحي والسفر لسوريا فهم ان سوريا قد اعادت فتح الطرق برا وبحرا وجوا- المسافرين اليها من مصر وفلسطين. وسيتعرض الواصلون الي ، سوريا للفحص الطبي، كما انه سيفرض…
1947-11-25	falastin	ar	falastin19471125-01.1.2	quarantine_station	الحجر الصحي		page				…والسفر لسوريا فهم ان سوريا قد اعادت فتح الطرق برا وبحرا وجوا- المسافرين اليها من مصر وفلسطين. وسيتعرض الواصلون الي ، سوريا للفحص الطبي، كما انه سيفرض الحجر الصحي فيها علي كل مسافر اليها لا يستطيم اثبات ان الحجر الصحي فرض عليه في قطر اخر…
1947-11-25	falastin	ar	falastin19471125-01.1.2	quarantine_station	الحجر الصحي		page				… وجوا- المسافرين اليها من مصر وفلسطين. وسيتعرض الواصلون الي ، سوريا للفحص الطبي، كما انه سيفرض الحجر الصحي فيها علي كل مسافر اليها لا يستطيم اثبات ان الحجر الصحي فرض عليه في قطر اخر…
1947-11-27	falastin	ar	falastin19471127-01.1.4	quarantine_station	الحجر الصحي		page				…ال السنه التي ١٩٤٨ و تنتهي في اليوم الحادي والثلاثين من شهر كانون الاول من السنه نفسها ١٢٠ شهاده اصدر المندوب السامي نظاما يطلق - عليه اسم ( نظام مده الحجر الصحي علي الحيوانات المستورده من تركياه قرر فيه ان تكون مده الحجر الصحي علي الضاني والماعز المستورده من تركيا بطريق البحر او سكه الحديد خمسه ايام ذلك انه ق…
1947-11-27	falastin	ar	falastin19471127-01.1.4	quarantine_station	الحجر الصحي		page				…الاول من السنه نفسها ١٢٠ شهاده اصدر المندوب السامي نظاما يطلق - عليه اسم ( نظام مده الحجر الصحي علي الحيوانات المستورده من تركياه قرر فيه ان تكون مده الحجر الصحي علي الضاني والماعز المستورده من تركيا بطريق البحر او سكه الحديد خمسه ايام ذلك انه قد اكتشفت مءخرا عده اصابات بمرض الخنجره في الماعز. المستورده من ترك…
1947-12-13	falastin	ar	falastin19471213-01.1.4	quarantine_station	الحجر الصحي		page				…مده الحجر الصحي…
1947-12-23	falastin	ar	falastin19471223-01.1.1	quarantine_station	الحجر الصحي		other:Damascus	Damascus			…سوريا جاء فيه انه تقرر : اولا - قطع الواصلات الجويه مع سوريا و لبنان وشرق الاردن وفلسطين و منم مرور الطايرات من هذه البلدان او لماره بها. ثانيا - فرض الحجر الصحي علي جميع القادمين الي العراق من سوريا ولبنان وشرق الاردن وفلسطين بطريق البر وعليهم انا…
1947-12-27	falastin	ar	falastin19471227-01.1.1	quarantine_station	المحجر الصحي		other:Safad	Safad			…اصابه بودرين صفد في ٢٦ ك ١ - ار اصل فلسطين الخاص - هاجم نام ضلون العرب صباح اليوم سياره باص يهوديه كانت قادمه من مستعمره كفار جلعادي علي مقربه من المحجر الصحي في قريه الخاصه وطبقوا علي ركابها النار مصبب يهوديان بجراح بقلوا علي اثرها الي مستشفي شو صاح في طبريا. فضله و اصابات وتقول الصحف اليهوديه من قنبله الق…
1947-12-30	falastin	ar	falastin19471230-01.1.4	quarantine_station	الحجر الصحي		page				…صدر يوم من عدد خاص من الوقايع الفلسطينيه متعتمد قانونا جديد الحجر الصحي الصحه هذ به وجب نظمه وضعها مدير القالون و دوجب هذه الانظمه يمنع كل انسان من دخول فلسطین برا من البلدان الواقعه لي الا عن طريق شمال و شرق البلاد المدخ…
1948-01-06	falastin	ar	falastin19480106-01.1.2	quarantine_station	الحجر الصحي		page				…وزاره الخارجيه السوريه في تركيا اتخذت التدابير الشديده لمنع السفر اليها من الهند ومصر وسوريا وان لمسافرين اليها من هذه الاقطار سيخضعون الحجر الصحي علي الحدود…
1948-01-13	falastin	ar	falastin19480113-01.1.1	infectious_hospital	مستشفي الحكومه الامراض الساريه		page				…وتقم المطحنه في مدخل القريه من جهه ا ميكور حاييم قرب مستشفي الحكومه الامراض الساريه وهي من اكبر الطاحن التي تمون القدس والقضاء بالدقيق اذ تنتج يوميا حوالي ٢٥ طنا وقد سارعت فرقه الاطفاييه الي المطحنه الحصر النيران الا ان الجنود تصدوا …
1948-01-28	falastin	ar	falastin19480128-01.1.1	kerentina	الكرنتينا		page		smallpox	y	…وقعت اربع اصابات بالجدري مءخرا في حي العجمي بيانا وقد ادخل المصابون الي مستشفي الكرنتينا المعالجه وقد قامت دايره الصحه بتطعيم وظفي الدواير الرسميه وطلاب المدارس وطلب الينا ان نلفت انظار الجمهور في يافا الي وجوب الذهاب الي دايره الصحه للتط…
1948-02-13	falastin	ar	falastin19480213-01.1.2	kerentina	الكرنتينا		page		smallpox	y	…اصابه جديده الجدري في محله الجباليه نيافا امس وقد سارعت دايره الصحه الي اتخاذ كافه الاحتياطات لمنع انتشار المرض بين المجاورين فنقلت المصاب الي مستشفي الكرنتينا وعزلته للمعالجه وقامت بتطهير المنطقه التي ظهرت فيها الاصابه والدايره تنصح الجمهور بالاسراع في التطعيم ضد هذا المرض والامراض الساريه الاخري في مستوصفه…
1948-02-25	falastin	ar	falastin19480225-01.1.2	quarantine_station	الحجر الصحي		dateline	Haifa	cholera		…ل قبرص الا من مينايي در او سوره في غوستا و ليماسول او من مطار نيقوسيا و الا ذا كان يحمل شهادات تطعيم ضد الكوليرا حسب النموذج الدولي والا تعرض لاخضاعه الحجر الصحي مده خمسه ايام عن البنزين والكاز اعتبارا من اليوم يحصل مبلغ خيه ملات عن كل جالون بزين ومبلغ عشره ملات من كل تنكه كاز في انا وذلك ربه البلديه في • نفقا…
1926-08-10	plb	en	plb19260810-01.2.6	quarantine_station	Quarantine		page				…epidemic , : and not to effective precautions against the Owners of , herds are warned to take been proclaimed at Mikveh Israel . sickened and died . Quarantine has Beit Jahallah many…
1928-07-05	plb	en	plb19280705-01.2.10	quarantine_station	quarantine		window				…e main / highway to Haifa . Both roads will be im- . portant factors in the development qf the regions י י . י י יי י י ? י ־ • they _servd _* . ? On quarantine buildings at Haifa and a Police _Statipn at Beer-Sheba 100 Jewish workmen have • _started work . The . building of the Haifa-Acre road has _|> een re…
1930-09-01	plb	en	plb19300901-01.2.9	infectious_hospital	infectious diseases section		paragraph				…alem was im e medico-legal patients . British Women and Childrens Section and 252 in the Princess Mary Maternity Wards , 30 in the wards , 317 in the infectious diseases section , 324 during the year , 691 were treated in the general ־ vered verandah provided . class accommodation for male patients and a co- rations were made…
1930-09-01	plb	en	plb19300901-01.2.9	quarantine_station	quarantine		page		plague		…erious infectious disease . poses in the event of au epidemic of plague or arranged as to make it available for hospital pur- beds , and the adjacent quarantine lazaret was so new nurses home and an isolation section of 12 ing the year . At Jaffa , Government completed the All the Municipal Hospitals were imp…
