n	id	date	publication	title	snippet	forms
907	hmf19460701-01.1.4	1 July 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... והולך וטוב. הפצועים מקבלים את הטיפול הרפואי הרגיל של <b class=""highlightcolor"">בית החולים הממשלתי.</b></div>"	spelled
908	hmf19460716-01.1.4	16 July 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... לו יסוד לשער, כי פפנק, שהובא למחלקה הבריטית של <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה בשבת בבוקר, הוא שנרשם שם תחת ...</div>"	spelled
909	hmf19460804-01.1.4	4 August 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... — בריטים, הודים וסיני — הועברו לביה""ח הצבאי ול־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> 35 איש, כולם פצועים בצורות שונות‭21. ‬ אחרים ...</div>"	abbreviated
910	hmf19460812-01.1.4	12 August 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... בי""ח ממשלתי כפי שנודע לנו השתמשו הצעירים באמבולנס של <b class=""highlightcolor"">בית . החולים הממשלתי</b> ""הירקון"" בת""א. שנמצא עזוב ברחוב מזרחי ...</div>"	spelled
911	hmf19460814-01.1.4	14 August 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">הוחזרה המכונית . המכונית בה השתמשו להתקפה על <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, ושהוחזקה ע""י המשטרה, הוחזרה אתמול לבעליה. ...</div>"	spelled
912	hmf19460823-01.1.8	23 August 1946	hmf	Page 8	"<div class=""txtsearchsnippet"">... מאנית הגירוש ""אמפייר הייווד"" והועברו למחלקח למחלות מידבקות של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה‭,. ‬ האניה שוקעת</div>"	abbreviated
913	hmf19460830-01.1.8	30 August 1946	hmf	Page 8	"<div class=""txtsearchsnippet"">... הגה מפיו. הוחזר לבית המשפט לאחר שנבדק ע""י רופאי <b class=""highlightcolor"">ביה""ח הממשלתי</b> הוחזר _מגחם אלקלעי ב־3 אחה""צ לבית המשפט בצירוף ...</div>"	abbreviated
914	hmf19460911-01.1.4	11 September 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... שינוי מכריע לרעד, ויש חשש לחייו. אתמול ניסו רופאי <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים להערות דם לעורק-ו, אך הוא התנגד בכל ...</div>"	abbreviated
915	hmf19460916-01.1.4	16 September 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... ברמלה ו־6 ביפו. אמצעי זהירות ליד ביה""ח הממשלתי ביפו <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, שבו נמצאיב שלושת היהודים שנפצעו ביום ...</div>"	abbreviated,spelled
916	hmf19460919-01.1.1	19 September 1946	hmf	Page 1	"<div class=""txtsearchsnippet"">... כך מסר ד""ר פוןווייזל אתמול בשעה 9 בבוקר למנהל <b class=""highlightcolor"">ביה""ח הממשלתי</b> הדייר בישארה כאשר בא להודיעו על שחרורו. דייר ...</div>"	abbreviated
917	hmf19461003-01.1.4	3 October 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... הראשל מהרי""ם סולידאנו בלוית הרב כ. פ. סכורש את <b class=""highlightcolor"">בית החולים הממשלתי</b> הירקון. שם קיבלו את פניהם מ""מ המנהל ...</div>"	spelled
918	hmf19461114-01.1.4	14 November 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... רב וכוחות משטרה שהגיעו למקום הזעיקו את האמבולנס של <b class=""highlightcolor"">בית החולים הממשלתי</b> ובעזרת מספר שוטרים הועבר הערבי לביה""ח הממשלתי, ...</div>"	spelled
919	hmf19461124-01.1.1	24 November 1946	hmf	Page 1	"<div class=""txtsearchsnippet"">... הצעירים והצעירה למשרד הנ""ל ביפו והזמינו מכונית לאגרו־בנק. ע""י <b class=""highlightcolor"">ביה""ח הממשלתי</b> ביפו שלפו הצעירים אקדו־ חים. שנים מהם כפתו ...</div>"	abbreviated
920	hmf19461219-01.1.3	19 December 1946	hmf	Page 3	"<div class=""txtsearchsnippet"">... בעינים מתות ועצומות: עד שהגענו ל""מגרש הרוסים‭, ""‬שבמערבו עומד <b class=""highlightcolor"">בית החולים הממשלתי</b> ובמזרחו — בית הסוהר המרכזי. הטאנק והמכונית ...</div>"	spelled
921	hmf19461220-01.1.3	20 December 1946	hmf	Page 3	"<div class=""txtsearchsnippet"">... נפרד הרב לוין מאתנו והלך. היום בתא בית־הםוהר של <b class=""highlightcolor"">בית־החולים הממשלתי</b> חולף לאט יותר מאשר בכל מקום אחר. לאחר ...</div>"	maqaf
922	hmf19461225-01.1.4	25 December 1946	hmf	Page 4	"<div class=""txtsearchsnippet"">... כך נקבעה זהותו. גווית הנרצה הועברה לחדר המתים של <b class=""highlightcolor"">בית החולים הממשלתי</b> בפרדס כ""ץ. קודם לכן נלקחה טביעת אצבעות. ...</div>"	spelled
923	hmf19470505-01.1.4	5 May 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">'־""•חשש שוא , צבי פינס, חבר הסמינריון שבקירבת <b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון"" בת""א, הודיע אתמול ב־8 בבוקר למשטרה ...</div>"	spelled
924	hmf19470508-01.1.4	8 May 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... אריאב את תביעת המועצות המקומיות לפתוח מחלקת יולדות ליד <b class=""highlightcolor"">בית־החולים הממשלתי</b> ""הירקון"" בת""א. מחלקה זו עלולה לפתור במידת מה ...</div>"	maqaf
925	hmf19470511-01.1.4	11 May 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... — לכיה""ד הצכאי יצחק בוזגלו, בן ‭, 29‬עזב את <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה והובא בשבת לפני השופט דאוד יוסף כששתי ...</div>"	abbreviated
926	hmf19470512-01.1.4	12 May 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... בת כמה שעות נעלמה באורח מסתורי מחדר הילדים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה. התינוקת נולדה לערביה נוצריה נעמי מוניה חאג' ...</div>"	abbreviated
927	hmf19470514-01.1.4	14 May 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... המזרחי של _חיפח. חלקי הגוף הועברו להדר המתים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> ושם קבעו כי החלקים האלה הורדו מגופה לפני ...</div>"	abbreviated
928	hmf19470516-01.1.7	16 May 1947	hmf	Page 7	"<div class=""txtsearchsnippet"">... מן המושבות הסמוכות לתל אביב תיפתח בעוד שבועיים ב־ <b class=""highlightcolor"">_בית־החולים הממשלתי</b> ""הירקון"" בת""א. מטרת המחלקה החדשה היא להקל על ...</div>"	maqaf
929	hmf19470518-01.1.4	18 May 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">התינוקת שנעלמה בשבת שעברה מחדר הילדים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה נמצאה אתמול בריאה והוחזרה להוריה. התינוקת, שנולדה ...</div>"	abbreviated
930	hmf19470526-01.1.4	26 May 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... ודר, שנפצעו בשעת ההתקפה על בית־הסוהר. הם הועברו מ־ <b class=""highlightcolor"">_בית־החולים הממשלתי</b> בחיפה לבית הסוהר בעכו, במקום שהם נמצאים ללא ...</div>"	maqaf
931	hmf19470527-01.1.4	27 May 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... אחד הנאשמים, יעקב וים, שהובא ל־ ביד‭*'?‬ באמבולנס ורופא <b class=""highlightcolor"">ביה""ח הממשלתי</b> הד""ר קאהאן מסר כי אינו מסוגל לעמוד למשפט. ...</div>"	abbreviated
932	hmf19470601-01.1.4	1 June 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... הפצצה הראשונה התפוצצה בשעה ‭8. 21‬ במגרש ריק ליד <b class=""highlightcolor"">ביה''ח הממשלתי</b> והשניה ליד בית, אשר סבורים כי הוא בית ...</div>"	abbreviated
933	hmf19470606-01.1.2	6 June 1947	hmf	Page 2	"<div class=""txtsearchsnippet"">... ההלוויה בת רבבות המש־ תתפים הוסעו מחדר המתים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה גופותיהם של 11 הרוגים מההתקפה על סדנות ...</div>"	abbreviated
934	hmf19470611-01.1.4	11 June 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... ששירת בשעת המלחמה בצבא הבריטי , נתמנה כמגן מנהל <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה. — לרגל יום הולדת המלד ב־12 ביוני ...</div>"	abbreviated
935	hmf19470618-01.1.4	18 June 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">דרך _ירושלים־יריחו. הפצועים הועבדו ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים.</div>"	abbreviated
936	hmf19470620-01.1.8	20 June 1947	hmf	Page 8	"<div class=""txtsearchsnippet"">... טיהור מחלקות הממשלה מעובדים יהודים קבלו השבוע שני רופאי <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים — הד""ר קא־ האן והד""ר אסטרייכר — ...</div>"	abbreviated
937	hmf19470716-01.1.4	16 July 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... מפקח משטרת הדר־הכרמל, י שגבה עדות מפי הנאשם ב־ <b class=""highlightcolor"">ביה""ח הממשלתי,</b> עדותי שלא נחתמה ע""י הנאשם מאחר שהוא לא ...</div>"	abbreviated
938	hmf19470721-01.1.1	21 July 1947	hmf	Page 1	"<div class=""txtsearchsnippet"">... בה נקבע מועד ההלויה — נתאסף קהל רב ליד <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה. שלוש הגופות הוצאו מחדר המתים כשהן עטופות. ...</div>"	abbreviated
939	hmf19470801-01.1.7	1 August 1947	hmf	Page 7	"<div class=""txtsearchsnippet"">' בהודעה שנתפרסמה אתמול ע""י. <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה נמסר כי מחמוד מוחמד ?שחאדי בן 21 ...</div>"	abbreviated
940	hmf19470812-01.1.4	12 August 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... על בית־ הסוהר — עדיין נמצאים באגף האסירים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה.</div>"	abbreviated
941	hmf19470928-01.1.8	28 September 1947	hmf	Page 8	"<div class=""txtsearchsnippet"">... בכדור. היו היחידים שזכו להישאר ב־ ארץ בין כתלי <b class=""highlightcolor"">ביה""ח הממשלתי.</b> נשאר עוד גבר אחד שהמעפילים קראו לו בשם ...</div>"	abbreviated
942	hmf19471008-01.1.4	8 October 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">בבדיקה הסופית במעבדת <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה נקבע כי הערבי הזקן שהו בא ...</div>"	spelled
943	hmf19471009-01.1.3	9 October 1947	hmf	Page 3	"<div class=""txtsearchsnippet"">... המחלקה הרפואית של המרב! השתתף בהתיעצות כללית של הנהלת <b class=""highlightcolor"">בית החולים הממשלתי</b> בענין הסדר האישפוז עבור המושבות. בהתיעצות וו ...</div>"	spelled
944	hmf19471020-01.1.4	20 October 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... מחמוד עלי אסאווה, בן ‭, 66‬שהועבר במצב קל ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה.</div>"	abbreviated
945	hmf19471026-01.1.4	26 October 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... מלכה גרנ""ייץ ושולמית שי?יר עודן נמצאות במחלק־ לנשים של <b class=""highlightcolor"">ביה""ח הממשלתי.</b> מביקורי הרב אריה לוין הרב אריה לוין ביקר ...</div>"	abbreviated
946	hmf19471103-01.1.4	3 November 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... הגופה הועלתה על מכונית משטרה והועברה לחדר המתים של <b class=""highlightcolor"">ביה""ח הממשלתי.</b> הבדיקה הראשונה הוכיחה כי הוא מת מיריה ביום ...</div>"	abbreviated
947	hmf19471113-01.1.1	13 November 1947	hmf	Page 1	"<div class=""txtsearchsnippet"">... בנין ביה""ח הממשלתי ביפו שמירה מעולה הוטלה על בנץ <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו כאשר הובאו לשם הגוויות והפצועים. שני ...</div>"	abbreviated,spelled
948	hmf19471116-01.1.4	16 November 1947	hmf	Page 4	"<div class=""txtsearchsnippet"">... ושיתק את _זרועור־נמצא תחת משמר כבד באגף האסירים של <b class=""highlightcolor"">ביה""ח הממשלתי</b> במגרש הרוסים.</div>"	abbreviated
949	hmf19471210-01.1.1	10 December 1947	hmf	Page 1	"<div class=""txtsearchsnippet"">... חמדצחים וכ־20 נפצעו. הרוגים ופצועים אלו לא הובאו ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> מאחד שהערבים החליטו לקבור את קרבנותיחם בחשאי ואותו ...</div>"	abbreviated,maqaf
950	hmf19471212-01.1.8	12 December 1947	hmf	Page 8	"<div class=""txtsearchsnippet"">... דוממה וליפתא. שני ערבים פצועים הובאו מן הכפד ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים אמש בשעה מאותרת. כפי שנמסר, נכנסה קבוצה ...</div>"	abbreviated
951	hmf19471226-01.1.8	26 December 1947	hmf	Page 8	"<div class=""txtsearchsnippet"">... ערך אתמול ביקור של חג־ המולד במדור הבריטי של <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים וחילק מתנות לשוטרים החולים והפצועים שם. ערקו ...</div>"	abbreviated
952	hmf19471228-01.1.1	28 December 1947	hmf	Page 1	"<div class=""txtsearchsnippet"">גופתו של אדם כבן 40 הובאה אתמול ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> בירושלים. היא נמצאו;מחוץ לביה'יח לבעלי חיים שבברכת השולטאן. ...</div>"	abbreviated
953	hmf19480108-01.1.1	8 January 1948	hmf	Page 1	"<div class=""txtsearchsnippet"">... אחד הנמלטים שגופתו המנוקבת כדורים . נמצאה על הגדר. <b class=""highlightcolor"">_!ביה""ח הממשלתי</b> זוהה אמרי כן כנסים בן :חיים בן ‭. ...</div>"	abbreviated
954	hmf19480112-01.1.4	12 January 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... נמםר כי במקום נמצאו חוטי חשמל שנםתיימו במור חצר <b class=""highlightcolor"">בית החולים הממשלתי</b> למחלות עינימ. מאיזיד, נהג האד טובום _ממפר ...</div>"	spelled
955	hmf19480119-01.1.4	19 January 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... שסבורים כי היו _יהה־יס. הערבים * הפצועים הועברו. ל־ <b class=""highlightcolor"">ביה""ח . הממשלתי</b> ביפו.</div>"	abbreviated
956	hmf19480123-01.1.8	23 January 1948	hmf	Page 8	"<div class=""txtsearchsnippet"">... הצליח להגיע ליעזור במקום שחיילים העבירו את הפצועים ל־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> ביפו. 'בשעות הצהרים אירע מקרה נוסף באזור זה ...</div>"	abbreviated
957	hmf19480126-01.1.3	26 January 1948	hmf	Page 3	"<div class=""txtsearchsnippet"">... היהודי לט־ מוך על השוטרים הערבים הממונים על שמירת <b class=""highlightcolor"">בית החולים הממשלתי.</b> דרישות ואזהרות של באי־כוח הישוב לא נשאו ...</div>"	spelled
958	hmf19480128-01.1.4	28 January 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... ברגלו. מצב שניהם אינו קשה. הם הועברו לטיפול ל־ <b class=""highlightcolor"">ביה""ח הממשלתי.</b> נקמה פרטית? מחוגים שונים. סבורים כי ההתנקשות בשני ...</div>"	abbreviated
959	hmf19480205-01.1.2	5 February 1948	hmf	Page 2	"<div class=""txtsearchsnippet"">... מעשה . הזוועה שנעשה אתו ע""י הרופאים והאחיות של <b class=""highlightcolor"">בית־החולים הממשלתי</b> בירושלים שרצ־ _חוהו נפש בדם קר על שולחן ...</div>"	indefinite,maqaf
960	hmf19480205-01.1.3	5 February 1948	hmf	Page 3	"<div class=""txtsearchsnippet"">... אם כי חמשה ימים עבריו מאז מתה מפצעיה ב־ <b class=""highlightcolor"">ביה""ח הממשלתי.</b> בגלל צלב שנמצא עליה נרשמה בשעתו כנוצריה, אולם ...</div>"	abbreviated
961	hmf19480206-01.1.8	6 February 1948	hmf	Page 8	"<div class=""txtsearchsnippet"">... הרפואה הממשלתיים בארץ, לרבות האמבולנסים וכל הציוד הרפואי. גם <b class=""highlightcolor"">ביה""ח הממשלתי</b> בבית י צפפה נמציא כיום למעשה תחת י ...</div>"	abbreviated
962	hmf19480210-01.1.2	10 February 1948	hmf	Page 2	"<div class=""txtsearchsnippet"">... שהנהלת בית החולים ""ה דסה"" בירושלים נענתה לבקשה הנהלת <b class=""highlightcolor"">בית החולים הממשלתי</b> בנידון תרומת דב. השאלה היא: האם * ...</div>"	spelled
963	hmf19480218-01.1.3	18 February 1948	hmf	Page 3	"<div class=""txtsearchsnippet"">... נהג בריטי ושוטר ערבי שנסעו במכינית משטרה ליד ' <b class=""highlightcolor"">ביה""ח הממשלתי</b> בצפת, חטפי את המכונית ונעלמו בה. יש לציין, ...</div>"	abbreviated
964	hmf19480227-01.1.8	27 February 1948	hmf	Page 8	"<div class=""txtsearchsnippet"">... שאחד מהם "" היד. מזויין ב־ אקדח, כשחנתה ליד <b class=""highlightcolor"">ביה""ח הממשלתי</b> בצפת. נהג ערבי של מכונית של מח' העבודות ...</div>"	abbreviated
965	hmf19480318-01.1.4	18 March 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... 11 בבוקר בשכונת קטמון ע""י כדור. הוא נלקח 'ל־ <b class=""highlightcolor"">ביה""ח הממשלתי.</b> מצבו אינו רציני. יריות אל משוריין'משטרה מכונית משוריינת ...</div>"	abbreviated
966	hmf19480322-01.1.4	22 March 1948	hmf	Page 4	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית החולים הממשלתי</b> ""הירקון"" בצפון תל־אביב עובר החל מ־1 באפריל ...</div>"	spelled
967	hmf19480419-01.1.4	19 April 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... את יתד _בתי־החולים בעיר. כן מתנהל מו""מ על העברת <b class=""highlightcolor"">ביה""ח הממשלתי</b> בצפת לידי הועה""ל. משרדי הבריאות המרכז הארצי לשרות ...</div>"	abbreviated
968	hmf19480425-01.1.4	25 April 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... ירו מבשק קל ותותחים על ""צלפים יהודיים"" באזור שייך־ג'ירח. <b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלים - לידי הצלב האדום ההל מהיום ...</div>"	spelled
969	hmf19480428-01.1.4	28 April 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... קצינלםון על החלטת המוסדות להבטיח את קיומו הסדיר של <b class=""highlightcolor"">בית החולים הממשלתי</b> •לטובת האוכלוסיה בבלל והערבית בפרט, ההוא ביקש ...</div>"	abbreviated,spelled
970	hmf19480504-01.1.4	4 May 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... לב מיוחדת הוקדשה לבעיות מדואר. דיון על גורלו של <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה ד""ר א. כצנלםון מטעם מחלקת הבריאות ...</div>"	spelled
971	hmf19480509-01.1.4	9 May 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... שיובל לטפל 'בקבורתם‭,. ‬כמו כן נמסר למשטרה כי גם <b class=""highlightcolor"">בית החולים הממשלתי</b> סגור.</div>"	spelled
972	hmf19480810-01.1.3	10 August 1948	hmf	Page 3	"<div class=""txtsearchsnippet"">... הלאה לעזרה לרבנות הראשית בסידור עניני הכשרות ועניני הדת. <b class=""highlightcolor"">בית החולים הממשלתי</b> למחלות מידבקות בפרדם כץ הוכשר כדין, ועכשיו ...</div>"	spelled
973	hmf19480830-01.1.2	30 August 1948	hmf	Page 2	"<div class=""txtsearchsnippet"">_, תקון טעות במועצת <b class=""highlightcolor"">בית החולים הממשלתי,</b> בית הטפר• לאחיות, במקום מועמדות שאינן בגיל ...</div>"	spelled
974	hmf19480922-01.1.4	22 September 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... התושבים נמצא בג'בליה (יפו) רח' •ב' מס' ‭, 12-141‬ליד <b class=""highlightcolor"">בית החולים 'הממשלתי.</b> האוטובוס (של דרום־יהודה) לג'בליה יוצא מהתחנה המרכזית, ...</div>"	spelled
975	hmf19480927-01.1.2	27 September 1948	hmf	Page 2	"<div class=""txtsearchsnippet"">... התושבים נמצא בג'בליה (יפו) דת' ב' מס' 141־12 ליד <b class=""highlightcolor"">בית החולים הממשלתי.</b> האוטובוס (של דרום יהודה) לג'בליה יוצא מהתהנה ...</div>"	spelled
976	hmf19481123-01.1.4	23 November 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... אמש בראדיו רמאללה, על השתלשלות הענינים שהביאה לידי מסירת <b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלים ליד היהודים. בית חולים זה נמסר ...</div>"	spelled
977	hmf19481201-01.1.4	1 December 1948	hmf	Page 4	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלים נמצא עתה בידי היהודים. בהסכם שנחתם ...</div>"	spelled
978	hmf19481220-01.1.4	20 December 1948	hmf	Page 4	"<div class=""txtsearchsnippet"">... דרכים אירעה אתמול בצהרים ליד הצטלבות פסי הרכבת בקירבת <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. קרונית קטנה התנגשה במכונית צבאית וכתוצאה ...</div>"	spelled
979	hrt19481128-01.1.4	28 November 1948	hrt	Page 4	"<div class=""txtsearchsnippet"">... את י-אןושרות לחוג *ת חגם לשובע־ — אמר המושל. <b class=""highlightcolor"">בית החולים הממשלתי</b> בחסות הצלב האדום ""ביחס לבית החולים הממשלתי ...</div>"	spelled
980	hrt19481220-01.1.4	20 December 1948	hrt	Page 4	"<div class=""txtsearchsnippet"">... דרכים אירעה ב־‭12. 30‬ אתמול, ליד מעבר! הרכבת שעי"" <b class=""highlightcolor"">ביה""ח הממשלתי.</b> , קרינ'־. ־:נינד התנגשה במכונית צכאיי;, ובדיצאר. מבן־ ...</div>"	abbreviated
981	hrte19480130-01.1.2	30 January 1948	hrte	Page 2	"<div class=""txtsearchsnippet"">... העיר העתיקה בירושלים. הוא הובא אל מערת הפריצים הנקראת <b class=""highlightcolor"">""בית חולים ממשלתי""</b> בירושלים ונמסר לטיפולם של אוכלי־ אדם הקוראים ...</div>"	indefinite
982	hzh19380128-01.1.1	28 January 1938	hzh	Page 1	"<div class=""txtsearchsnippet"">... לעזרה מרמלה הסמוכה ואחרי רגעים אחדים הגיע האמבולאנס: של <b class=""highlightcolor"">בית החולים . הממשלתי</b> אל מקום התאונה והעביר את שני: ...</div>"	spelled
983	hzh19380511-01.1.4	11 May 1938	hzh	Page 4	"<div class=""txtsearchsnippet"">... הוחלט על ביטוח פועלי העיריה וסלילת כביש שיוביל אל <b class=""highlightcolor"">בית החולים הממשלתי</b> החדש בקרבת בת גלים‭_}. ‬זכביש הזה יעלה ...</div>"	spelled
984	hzh19380614-01.1.4	14 June 1938	hzh	Page 4	"<div class=""txtsearchsnippet"">... _הםרגינט נפתלי גריבוב, את הקונצרטים השנתיים שלה בגן של <b class=""highlightcolor"">בית־ החולים הממשלתי</b> בכל יום חמישי בשעות ‭5. 30—4‬ אהת ...</div>"	spelled
985	hzh19380808-01.1.3	8 August 1938	hzh	Page 3	"<div class=""txtsearchsnippet"">... בלי מחלקה כירורגית הנחוצה במקרה אסון בימים טרופים אלה. <b class=""highlightcolor"">בית החולים הממשלתי</b> הנמצא בקצה הרובע הערבי המופקר לשלטונם הגמור ...</div>"	spelled
986	hzh19380819-01.1.1	19 August 1938	hzh	Page 1	"<div class=""txtsearchsnippet"">ושוטר ערבי שהעבירו את ההרוג אל <b class=""highlightcolor"">בית החולים הממשלתי.</b> עם רציחת השוטר נחטפו גם הנהג והמבקר. ...</div>"	spelled
987	hzh19381012-01.1.3	12 October 1938	hzh	Page 3	"<div class=""txtsearchsnippet"">... אוגוסט לאקוויר, המנהל כיום. את המכון הפי־ זי־טיראפי של <b class=""highlightcolor"">בית החולים הממשלתי</b> באנקארד‭—. ‬ לתלמידו הד""ר באלאשה, הרופא המנהל. ...</div>"	spelled
988	hzh19381025-01.1.1	25 October 1938	hzh	Page 1	"<div class=""txtsearchsnippet"">... משפחותיהם ?ומכריהם של. הנתלים. הגוויות הועברו לכפרם במכונית של <b class=""highlightcolor"">_בית־החולים הממשלתי‭:.</b> ‬</div>"	maqaf
989	hzh19381030-01.1.1	30 October 1938	hzh	Page 1	"<div class=""txtsearchsnippet"">... סל‭*;‬וז. _שריפח בבין!_וחזולמז ; בבית־צפפהי אמש פרצה שריפה ;בבנין <b class=""highlightcolor"">בית־ החולים הממשלתי</b> , שטרם נגמר, בבית בבית צפפה ליד ...</div>"	spelled
990	hzh19381113-01.1.5	13 November 1938	hzh	Page 5	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית החולים הממשל_^תי</b> החדש</div>"	spelled
991	hzh19381219-01.1.1	19 December 1938	hzh	Page 1	"<div class=""txtsearchsnippet"">... ה. ־ מ. מק־מיכאל שישתתף בטכס •הפתיחה הרשמית של <b class=""highlightcolor"">בית?החולים הממשלתי</b> . בבת גלים, אשריתק . יים באותו ־ ...</div>"	maqaf
992	hzh19381227-01.1.1	27 December 1938	hzh	Page 1	"<div class=""txtsearchsnippet"">... הנציב העליון, מנהל שירותי הרפואה וראש עירית היפה בפתיחת <b class=""highlightcolor"">בית החולים הממשלתי</b> . בחיפה, שכידוע לא תורגמו לעברית. ו</div>"	spelled
993	hzh19381228-01.1.1	28 December 1938	hzh	Page 1	"<div class=""txtsearchsnippet"">... ביום ב' חנווני ערבי בשם קום־ _טדרםלימה בליל ברחוב <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו, הכריחו ' אותו לתזור יי •להנותו ...</div>"	spelled
994	hzh19390102-01.1.4	2 January 1939	hzh	Page 4	"<div class=""txtsearchsnippet"">... בשער‭2. 30, ‬ הוצא הארון מחדר המתים . של <b class=""highlightcolor"">בית החולים . הממשלתי</b> והונח במכונית משא פתוחה ""של המשטרה. ...</div>"	spelled
995	hzh19390124-01.1.4	24 January 1939	hzh	Page 4	"<div class=""txtsearchsnippet"">... ! תוצא לעבודות ציבוריות. גם המצב בנוגע;להשתתפות הממשלה בתקציב <b class=""highlightcolor"">בית־ ! החולים הממשלתי</b> ־ איננו מעודד ביותר. הוועד המנהל ...</div>"	spelled
996	hzh19390219-01.1.3	19 February 1939	hzh	Page 3	"<div class=""txtsearchsnippet"">... נמסרה ־ לקבלן‭.. ‬נמשכת. רק העבודה: בבנין ־‭:. ‬ <b class=""highlightcolor"">בית החולים הממשלתי</b> _בשכתתי_, מקור חיים־. וחלק הפועל העברי הובטח-בה. ...</div>"	spelled
997	hzh19390313-01.1.1	13 March 1939	hzh	Page 1	"<div class=""txtsearchsnippet"">... הנמל על יד השער מס - פר 12 בקרבת <b class=""highlightcolor"">בית החולים הממשלתי.</b> נורו אליו כשמונה יריות _שפגעו בו והר־ ...</div>"	spelled
998	hzh19390323-01.1.1	23 March 1939	hzh	Page 1	"<div class=""txtsearchsnippet"">... תובעת השתתפות מספיקה בתקציב בית החולים ־ וגם הקמת <b class=""highlightcolor"">בית חולים ממשלתי</b> בעיר. ה' שושני הציע לפנות בפטיציה לממשלה ...</div>"	indefinite
